comparison	ncppb_number	record_status	field	change_class	old_value	new_value
v2_v3	NCPPB 2977	changed	alternative_names	value_added		Xanthomonas campestris pv. thirumalacharii (Padhya & Patel 1964) Dye 1978
v1_v3	NCPPB 2977	changed	alternative_names	value_added		Xanthomonas campestris pv. thirumalacharii (Padhya & Patel 1964) Dye 1978
v2_v3	NCPPB 2982	changed	alternative_names	value_changed	Xanthomonas sp.	Pseudomonas cissicola (Takimoto 1939) Burkholder 1948
v1_v3	NCPPB 2982	changed	alternative_names	value_changed	Xanthomonas sp.	Pseudomonas cissicola (Takimoto 1939) Burkholder 1948
v2_v3	NCPPB 3002	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v1_v3	NCPPB 3002	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v2_v3	NCPPB 3020	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3020	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3022	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v1_v3	NCPPB 3022	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v2_v3	NCPPB 3035	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995
v1_v3	NCPPB 3035	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995
v2_v3	NCPPB 3040	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3040	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3041	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3041	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3058	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3058	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3059	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3059	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3060	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3060	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3066	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 3066	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 3078	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974
v1_v3	NCPPB 3078	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974
v2_v3	NCPPB 3079	changed	alternative_names	value_added		Xanthomonas campestris pv. paulliniae Robbs, Medieros & Kimura 1982
v1_v3	NCPPB 3079	changed	alternative_names	value_added		Xanthomonas campestris pv. paulliniae Robbs, Medieros & Kimura 1982
v2_v3	NCPPB 3082	changed	alternative_names	value_added		Xanthomonas campestris pv. paulliniae Robbs, Medieros & Kimura 1982
v1_v3	NCPPB 3082	changed	alternative_names	value_added		Xanthomonas campestris pv. paulliniae Robbs, Medieros & Kimura 1982
v2_v3	NCPPB 3086	changed	alternative_names	value_changed	Xanthomonas campestris pv. desmodiilaxiflori (Pant & Kulkarni 1977) Dye 1978	Xanthomonas camp. pv. desmodiilaxiflori (Pant & Kulkarni 1977) Dye 1978
v1_v3	NCPPB 3086	changed	alternative_names	value_changed	Xanthomonas campestris pv. desmodiilaxiflori (Pant & Kulkarni 1977) Dye 1978	Xanthomonas camp. pv. desmodiilaxiflori (Pant & Kulkarni 1977) Dye 1978
v1_v2	NCPPB 3092	changed	name_as_received	formatting_only	Xanthomonas campestris f.sp . clitoriae	Xanthomonas campestris f.sp. clitoriae
v1_v3	NCPPB 3092	changed	name_as_received	formatting_only	Xanthomonas campestris f.sp . clitoriae	Xanthomonas campestris f.sp. clitoriae
v2_v3	NCPPB 3110	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. anacardii Ah-You et al. 2007
v1_v3	NCPPB 3110	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. anacardii Ah-You et al. 2007
v2_v3	NCPPB 3114	changed	alternative_names	value_added		Xanthomonas campestris pv. merremiae (Pant & Kulkarni 1976) Dye et al. 1980
v1_v3	NCPPB 3114	changed	alternative_names	value_added		Xanthomonas campestris pv. merremiae (Pant & Kulkarni 1976) Dye et al. 1980
v2_v3	NCPPB 3125	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v1_v3	NCPPB 3125	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v2_v3	NCPPB 3135	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3135	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3136	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3136	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3140	changed	alternative_names	value_added		Xanthomonas campestris pv. passiflorae (Pereira 1969) Dye 1978
v1_v3	NCPPB 3140	changed	alternative_names	value_added		Xanthomonas campestris pv. passiflorae (Pereira 1969) Dye 1978
v2_v3	NCPPB 3161	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3161	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3169	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 3169	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 3172	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3172	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3173	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978, Xanthomonas axonopodis pv. coracanae (Desai et al. 1965) Vauterin et al. 1995
v1_v3	NCPPB 3173	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978, Xanthomonas axonopodis pv. coracanae (Desai et al. 1965) Vauterin et al. 1995
v2_v3	NCPPB 3177	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v1_v3	NCPPB 3177	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v2_v3	NCPPB 3178	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 3178	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 3187	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v1_v3	NCPPB 3187	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978, Xanthomonas axonopodis pv. vignicola (Burkholder 1944) Vauterin et al.1995
v2_v3	NCPPB 3191	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3191	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3194	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 3194	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 3200	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v2_v3	NCPPB 3200	changed	name_as_received	value_changed	Xanthomonas sp.	Xanthomonas campestris (Pammel 1895) Dowson 1939
v1_v3	NCPPB 3200	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v1_v3	NCPPB 3200	changed	name_as_received	value_changed	Xanthomonas sp.	Xanthomonas campestris (Pammel 1895) Dowson 1939
v1_v3	NCPPB 3200	changed	notes	value_changed	Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xamthomonas arboricola. ex Chrysanthemums showing severe wilt	Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xanthomonas arboricola. ex Chrysanthemums showing severe wilt
v2_v3	NCPPB 3212	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 3212	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v2_v3	NCPPB 3218	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v2_v3	NCPPB 3218	changed	name_as_received	value_changed	Xanthomonas sp.	Xanthomonas campestris (Pammel 1895) Dowson 1939
v1_v3	NCPPB 3218	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v1_v3	NCPPB 3218	changed	name_as_received	value_changed	Xanthomonas sp.	Xanthomonas campestris (Pammel 1895) Dowson 1939
v2_v3	NCPPB 3229	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982, Xanthomonas translucens pv. arrhenatheri (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3229	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982, Xanthomonas translucens pv. arrhenatheri (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3230	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. poae Egli & Schmidt 1982	Xanthomonas campestris pv. poae Egli & Schmidt 1982; Xanthomonas translucens pv. poae (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3230	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. poae Egli & Schmidt 1982	Xanthomonas campestris pv. poae Egli & Schmidt 1982; Xanthomonas translucens pv. poae (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3231	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 3231	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. phlei Egli & Schmidt 1982	Xanthomonas campestris pv. phlei Egli & Schmidt 1982; Xanthomonas translucens pv. phlei (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 3232	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v1_v3	NCPPB 3232	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
v2_v3	NCPPB 3233	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v1_v3	NCPPB 3233	changed	alternative_names	value_changed	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas axonopodis pv. aurantifolii Gabriel et al. 1989, Xanthomonas axonopodis pv. aurantifolii (Gabriel et al. 1989) Vauterin et al. 1995, Xanthomonas fuscans subsp. aurantifolii Schaad et al. 2007
v2_v3	NCPPB 3234	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989
