ncppb_number	snapshot_status	v1_sequence_category	v2_sequence_category	sequence_category_changed	v1_biosample_accessions	v2_biosample_accessions	biosample_accessions_changed	v1_assembly_accessions	v2_assembly_accessions	assembly_accessions_changed	v1_sra_run_accessions	v2_sra_run_accessions	sra_accessions_changed	v2_ncppb_track_matches	v2_other_references_track_matches
NCPPB 2983	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22555472	SAMN22555472	no	GCF_020783715.1	GCF_020783715.1	no	SRR22272563	SRR22272563	no	SAMN22555472	
NCPPB 2985	present_in_both	complete_genome_available	complete_genome_available	no	SAMEA6962649; SAMN24251549; SAMN09704270	SAMEA6962649; SAMN24251549; SAMN09704270	no	GCF_903978215.1; GCF_021353095.1	GCF_903978215.1; GCF_021353095.1	no	ERR4327119; ERR4326261; SRR17286018; SRR7628820	ERR4326261; ERR4327119; SRR17286018; SRR7628820	no	SAMEA6962649	SAMEA6962649; SAMN24251549; SAMN09704270
NCPPB 2986	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22552830; SAMN17385948; SAMN36368323	SAMN22552830; SAMN17385948; SAMN36368323	no	GCF_020813115.1; GCA_035023805.1	GCF_020813115.1	yes	SRR29823153; SRR14648466; SRR25205306	SRR29823153; SRR14648466	yes	SAMN22552830; SAMN17385948; SAMN36368323	SAMN17385948
NCPPB 2987	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 2997	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42180198	SAMN42180198	no			no	SRR30037605; SRR29655432	SRR29655432; SRR30037605	no	SAMN42180198	
NCPPB 2998	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42180199	SAMN42180199	no			no	SRR30037604; SRR29655431	SRR29655431; SRR30037604	no	SAMN42180199	
NCPPB 3002	present_in_both	complete_genome_available	complete_genome_available	no	SAMN40354541; SAMN02440720	SAMN40354541; SAMN02440720	no	GCF_040202795.2; GCF_000482445.1	GCF_040202795.2; GCF_000482445.1	no	SRR30284785; SRR28281451; SRR1592663; SRR1592662	SRR28281451; SRR30284785; SRR1592662; SRR1592663	no	SAMN40354541	SAMN02440720
NCPPB 3003	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN05559875	SAMN05559875	no	GCF_002940645.1	GCF_002940645.1	no			no		SAMN05559875
NCPPB 3005	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN41997674	SAMN41997674	no	GCF_041228095.2		yes	SRR30016870; SRR29501315		yes	SAMN41997674	
NCPPB 3020	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3022	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3024	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3026	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3027	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3028	present_in_both	raw_reads_only	raw_reads_only	no	SAMN39942674	SAMN39942674	no			no	SRR27965828	SRR27965828	no	SAMN39942674	
NCPPB 3035	present_in_both	complete_genome_available	complete_genome_available	no	SAMN41997685; SAMN03142817	SAMN41997685; SAMN03142817	no	GCF_041228065.2; GCF_000774035.1	GCF_041228065.2; GCF_000774035.1	no	SRR30037810; SRR29501375; SRR2052883	SRR29501375; SRR30037810; SRR2052883	no	SAMN41997685; SAMN03142817	SAMN41997685
NCPPB 3040	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3041	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3058	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3059	present_in_both	ambiguous_candidate_records_need_review	taxonomy_review_required_before_sequence_use	yes		SAMEA247356; SAMEA4156338	yes			no			no	SAMEA247356; SAMEA4156338	
NCPPB 3060	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3061	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3062	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3066	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3078	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 3079	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988983	SAMN19988983	no	GCF_019201285.1		yes	SRR15305429		yes	SAMN19988983	
NCPPB 3082	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3086	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42278568	SAMN42278568	no	GCF_041475625.1	GCF_041475625.1	no	SRR30016546; SRR29692758	SRR29692758; SRR30016546	no	SAMN42278568	
NCPPB 3092	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3110	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3114	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988993	SAMN19988993	no	GCA_019201545.1		yes	SRR15305415		yes	SAMN19988993	
NCPPB 3119	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3125	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3135	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3136	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3140	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3155	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3156	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3161	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3162	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN22555461	SAMN22555461	no	GCF_020783685.1		yes	SRR22272560		yes	SAMN22555461	
NCPPB 3168	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3169	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3170	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3172	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3173	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3174	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161513	SAMN42161513	no	GCF_056725205.1	GCF_056725205.1	no	SRR30040140; SRR29644162	SRR29644162; SRR30040140	no	SAMN42161513	
NCPPB 3176	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3177	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3178	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3182	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3187	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3191	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3192	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3194	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3200	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42923733	SAMN42923733	no	GCF_056393585.1	GCF_056393585.1	no	SRR30041396	SRR30041396	no	SAMN42923733	
NCPPB 3204	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42180200	SAMN42180200	no			no	SRR30037603; SRR29655430	SRR29655430; SRR30037603	no	SAMN42180200	
NCPPB 3207	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3212	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3213	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN49561543; SAMEA3121378; SAMEA114332029	SAMN49561543; SAMEA3121378; SAMEA114332029	no	GCF_052883735.1; GCF_001497855.1; GCF_963669635.1		yes	ERR12095368		yes	SAMN49561543; SAMEA3121378; SAMEA114332029	
NCPPB 3215	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3218	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161514	SAMN42161514	no	GCF_056725185.1	GCF_056725185.1	no	SRR30040139; SRR29644161	SRR29644161; SRR30040139	no	SAMN42161514	
NCPPB 3229	present_in_both	complete_genome_available	complete_genome_available	no	SAMN19468000; SAMEA3486180	SAMN19468000; SAMEA3486180	no	GCF_021919285.1; GCF_001282805.1	GCF_021919285.1; GCF_001282805.1	no			no		SAMN19468000; SAMEA3486180
NCPPB 3230	present_in_both	complete_genome_available	complete_genome_available	no	SAMN19467923; SAMEA3486272; SAMN05258173	SAMN05258173; SAMN19467923; SAMEA3486272	no	GCF_021903515.1; GCF_001282765.1; GCF_001707435.1	GCF_001707435.1; GCF_021903515.1; GCF_001282765.1	no	SRR5110800	SRR5110800	no		SAMN05258173; SAMN19467923; SAMEA3486272
NCPPB 3231	present_in_both	complete_genome_available	complete_genome_available	no	SAMN19467924; SAMEA3486273	SAMN19467924; SAMEA3486273	no	GCF_021906975.1; GCF_001282885.1	GCF_021906975.1; GCF_001282885.1	no			no		SAMN19467924; SAMEA3486273
NCPPB 3232	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3233	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3234	present_in_both	draft_assembly_available	ambiguous_needs_review	yes	SAMEA114332007		yes	GCF_963669835.1		yes	ERR12095346		yes		
NCPPB 3235	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3236	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMD00253039; SAMEA114331996	SAMD00253039; SAMEA114331996	no	GCF_963669675.1	GCF_963669675.1	no	ERR12095335	ERR12095335	no		SAMD00253039; SAMEA114331996
NCPPB 3237	present_in_both	draft_assembly_available	ambiguous_needs_review	yes	SAMEA114332008; SAMN23026106		yes	GCF_963669495.1; GCF_020879535.1		yes	ERR12095347; SRR16936505		yes		
NCPPB 3240	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3241	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3242	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3245	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3290	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 3291	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
