query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386072	SAMN17386072	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X158						BioSample: SAMN17386072; X158; SRA: SRS9061465	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X158""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386072	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386071	SAMN17386071	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X157						BioSample: SAMN17386071; X157; SRA: SRS9061464	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X157""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386071	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386070	SAMN17386070	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X156						BioSample: SAMN17386070; X156; SRA: SRS9061466	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X156""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386070	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386069	SAMN17386069	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X155						BioSample: SAMN17386069; X155; SRA: SRS9061467	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X155""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386069	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386068	SAMN17386068	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X154						BioSample: SAMN17386068; X154; SRA: SRS9061468	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X154""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386068	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386067	SAMN17386067	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X153						BioSample: SAMN17386067; X153; SRA: SRS9061469	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X153""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386067	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386066	SAMN17386066	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X152						BioSample: SAMN17386066; X152; SRA: SRS9061471	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X152""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386066	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386065	SAMN17386065	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X150						BioSample: SAMN17386065; X150; SRA: SRS9061472	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X150""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386065	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386064	SAMN17386064	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X149						BioSample: SAMN17386064; X149; SRA: SRS9061473	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X149""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386064	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386063	SAMN17386063	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X148						BioSample: SAMN17386063; X148; SRA: SRS9061474	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X148""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386063	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386062	SAMN17386062	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X147						BioSample: SAMN17386062; X147; SRA: SRS9061475	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X147""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386062	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386061	SAMN17386061	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X146						BioSample: SAMN17386061; X146; SRA: SRS9061476	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X146""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386061	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386060	SAMN17386060	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X145						BioSample: SAMN17386060; X145; SRA: SRS9061477	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X145""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386060	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386059	SAMN17386059	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X144						BioSample: SAMN17386059; X144; SRA: SRS9061478	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X144""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386059	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386058	SAMN17386058	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X143						BioSample: SAMN17386058; X143; SRA: SRS9061479	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X143""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386058	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386057	SAMN17386057	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X142						BioSample: SAMN17386057; X142; SRA: SRS9061480	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X142""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386057	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386056	SAMN17386056	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X141						BioSample: SAMN17386056; X141; SRA: SRS9061482	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X141""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386056	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386055	SAMN17386055	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X139						BioSample: SAMN17386055; X139; SRA: SRS9061483	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X139""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386055	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386054	SAMN17386054	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X138						BioSample: SAMN17386054; X138; SRA: SRS9061484	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X138""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386054	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386053	SAMN17386053	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X136						BioSample: SAMN17386053; X136; SRA: SRS9061485	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X136""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386053	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386052	SAMN17386052	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X135						BioSample: SAMN17386052; X135; SRA: SRS9061486	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X135""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386052	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386051	SAMN17386051	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X134						BioSample: SAMN17386051; X134; SRA: SRS9061487	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X134""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386051	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386050	SAMN17386050	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X133						BioSample: SAMN17386050; X133; SRA: SRS9061489	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X133""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386050	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386049	SAMN17386049	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X132						BioSample: SAMN17386049; X132; SRA: SRS9061488	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X132""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386049	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386048	SAMN17386048	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X130						BioSample: SAMN17386048; X130; SRA: SRS9061490	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X130""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386048	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386047	SAMN17386047	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X129						BioSample: SAMN17386047; X129; SRA: SRS9061491	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X129""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386047	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386046	SAMN17386046	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X128						BioSample: SAMN17386046; X128; SRA: SRS9061509	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""X128""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386046	ok	
d7408b60382a176f553e	NCPPB 4373	other_references	expected_genus	1472	17386045	SAMN17386045	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	X127						BioSample: SAMN17386045; X127; SRA: SRS9061508	Brassica oleracea var. botrytis	Australia: Queensland	2000		"{""collection_date"":[""2000""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland""],""host"":[""Brassica oleracea var. botrytis""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""missing""],""strain"":[""X127""]}"	.cache/ncbi/v2_1/efetch_cbaa9461d3db0dd419c1dcdec313a86cdc485de4ac3145dfa53d5cf03b9708bd.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17386045	ok	
