ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	biosample_host	biosample_geographic_location	biosample_collection_date	biosample_collection_year	biosample_isolation_source	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	pathovar_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	original_decision	reviewer_decision	reviewer_notes	reviewer_approved_for_downstream	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 1337	SAMN56511361	56511361	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. nakataecorchori	487835	Corchorus aestuans	India	1961	1961		NCPPB 1337	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	pathovar_mismatch	no	yes	yes	accept	accept			no	pathovar_mismatch		https://www.ncbi.nlm.nih.gov/biosample/SAMN56511361
NCPPB 1155	SAMN56511360	56511360	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas dyei pv. laureliae	487872	Laurelia novae-zelandiae	New Zealand	1960	1960		NCPPB 1155	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN56511360
NCPPB 1061	SAMN56511357	56511357	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. plantaginis	487888	Plantago lanceolata	Ethiopia	1961	1961		NCPPB 1061	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN56511357
NCPPB 1059	SAMN56511356	56511356	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. papavericola	487881	Papaver somniferum	Ethiopia	1961	1961		NCPPB 1059	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN56511356
NCPPB 1759	SAMN49561544	49561544	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. bilvae	487854	Limonia acidissima	India	1965	1965		NCPPB 1759	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN49561544
NCPPB 3213	SAMN49561543	49561543	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. bilvae	487854	Aegle marmelos	India	1982	1982		NCPPB 3213	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN49561543
NCPPB 3761	SAMN42161490	42161490	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3761	487559	Lathyrus oleraceus	India	1991	1991		NCPPB 3761	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161490
NCPPB 1946	SAMN36368324	36368324	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Raphanus raphanistrum subsp. sativus	USA	1966	1966		NCPPB 1946	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	pathovar_mismatch	no	yes	yes	accept	accept			no	pathovar_mismatch		https://www.ncbi.nlm.nih.gov/biosample/SAMN36368324
NCPPB 3566	SAMN36346322	36346322	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	Raphanus raphanistrum subsp. sativus	India	not collected			NCPPB 3566	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346322
NCPPB 4379	SAMN49535423	49535423	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa sp.	Uganda:Kayunga	2005	2005		NCPPB 4379	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN49535423
NCPPB 4381	SAMN49535422	49535422	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa sp.	Uganda:Luwero	2005	2005		NCPPB 4381	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN49535422
NCPPB 4395	SAMN49535421	49535421	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa sp.	Tanzania:Kagera	2007	2007		NCPPB 4395	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN49535421
NCPPB 2251	SAMN49535420	49535420	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa sp.	Ethiopia	1967	1967		NCPPB 2251	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN49535420
NCPPB 2005	SAMN49535419	49535419	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Ensete ventricosum	Ethiopia	1966	1966		NCPPB 2005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN49535419
NCPPB 3709	SAMN19468006	19468006	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas graminis pv. graminis	134874	Lolium multiflorum	Norway	1990	1990		NCPPB 3709	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN19468006
NCPPB 3711	SAMN19021786	19021786	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas graminis pv. graminis	134874	Phalaris arundinacea	Norway	1990	1990		NCPPB 3711	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN19021786
NCPPB 3709	SAMEA4072397	6159902	ncppb_number	expected_genus:Xanthomonas	Xanthomonas graminis pv. graminis	134874			2011	2011		NCPPB 3709	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4072397
NCPPB 1943	SAMN05258070	5258070	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas cerealis pv. cerealis	152263	Hordeum vulgare	USA	1942	1942		NCPPB 1943	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05258070
NCPPB 4350	SAMN44672901	44672901	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas codiaei	56463	Euphorbia pulcherrima	USA	1987	1987		NCPPB 4350	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN44672901
NCPPB 4682	SAMN43286082	43286082	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	Brassica napus	Serbia	2014	2014		NCPPB 4682	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286082
NCPPB 4680	SAMN43286081	43286081	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	Brassica napus	Serbia	2014	2014		NCPPB 4680	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286081
NCPPB 4678	SAMN43286080	43286080	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	Brassica napus	Serbia	2014	2014		NCPPB 4678	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286080
NCPPB 2922	SAMN43286070	43286070	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2922	487547	Matthiola incana	Zimbabwe	1977	1977		NCPPB 2922	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286070
NCPPB 1144	SAMN43286083	43286083	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	Brassica oleracea var. capitata	United Kingdom	1962	1962		NCPPB 1144	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286083
NCPPB 3927	SAMN43286079	43286079	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	Brassica napus var. olerfera	Brazil	1994	1994		NCPPB 3927	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286079
NCPPB 2586	SAMN42161505	42161505	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2586	487540	Brassica juncea	India	1972	1972		NCPPB 2586	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161505
NCPPB 1754	SAMN42161502	42161502	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1754	487536	Celsia sp.	India	Not collected			NCPPB 1754	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161502
NCPPB 1560	SAMN42161500	42161500	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1560	487533	Lobelia erinus	United Kingdom	1963	1963		NCPPB 1560	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161500
NCPPB 1325	SAMN42161499	42161499	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1325	487529	Helianthus annuus	Uganda	1962	1962		NCPPB 1325	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161499
NCPPB 1068	SAMN42161498	42161498	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1068	487525	Nicotiana tabacum	Malawi	1961	1961		NCPPB 1068	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161498
NCPPB 1062	SAMN42161497	42161497	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1062	487523	Dioscorea esculenta	Papua New Guinea	1961	1961		NCPPB 1062	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161497
NCPPB 4468	SAMN42161495	42161495	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 4468	3243405	Lobelia erinus	Not collected	Not collected			NCPPB 4468	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161495
NCPPB 4037	SAMN42161492	42161492	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 4037	487568	Nemesia sp.	United Kingdom	1998	1998		NCPPB 4037	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161492
NCPPB 3583	SAMN42161489	42161489	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus	Xanthomonas sp. NCPPB 3583	487558	Strelitzia reginae	USA	Not collected			NCPPB 3583	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161489
NCPPB 3582	SAMN42161488	42161488	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3582	487557	Strelitzia reginae	USA	Not collected			NCPPB 3582	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161488
NCPPB 3569	SAMN42161486	42161486	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3569	487554	Ipomoea batatas	Venezuela:Maracay	Not collected			NCPPB 3569	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161486
NCPPB 3443	SAMN42161485	42161485	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus	Xanthomonas sp. NCPPB 3443	3243407	Cordia goeldiana	Brazil	1981	1981		NCPPB 3443	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161485
NCPPB 2632	SAMN42161506	42161506	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2632	3240912	Lolium perenne	United Kingdom	1973	1973		NCPPB 2632	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161506
NCPPB 3005	SAMN41997674	41997674	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3005	3240913	Maranta arundinacea	Brazil	1964	1964		NCPPB 3005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	not_applicable_no_expected_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN41997674
NCPPB 570	SAMN42488058	42488058	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. amaranthicola	54735	Amaranthus viridis	India	Not collected			NCPPB 570	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488058
NCPPB 2182	SAMN42488057	42488057	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. gummisudans	487868	Gladiolus sp.	Netherlands	1965	1965		NCPPB 2182	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488057
NCPPB 4347	SAMN42488056	42488056	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. malloti	487876	Mallotus japonicus	Japan	Not collected			NCPPB 4347	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488056
NCPPB 2251	SAMN42486836	42486836	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Ensete ventricosum	Ethiopia	1967	1967		NCPPB 2251	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42486836
NCPPB 4393	SAMN42486834	42486834	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	Musa	Tanzania	2007	2007		NCPPB 4393	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN42486834
NCPPB 2922	SAMN42485110	42485110	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas	338	Matthiola incana	Zimbabwe	1973	1973		NCPPB 2922	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	taxonomy_unresolved	not_applicable_no_expected_pathovar	no	yes	yes	accept	accept			no	taxonomy_unresolved		https://www.ncbi.nlm.nih.gov/biosample/SAMN42485110
NCPPB 4232	SAMN22552842	22552842	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	Beta vulgaris var. Cicla	United Kingdom	not collected			NCPPB 4232	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	not_applicable_no_expected_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552842
