ncppb_number	presence_pattern	v1_present	v2_present	v3_present	v1_v2_status	v2_v3_status	v1_v3_status	v1_v2_changed_fields	v2_v3_changed_fields	v1_v3_changed_fields	v1_current_name	v2_current_name	v3_current_name	latest_catalogue_url
NCPPB 1453	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1453
NCPPB 1454	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1454
NCPPB 1455	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/1455
NCPPB 1457	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1457
NCPPB 1469	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	https://ncppb.fera.co.uk/furtherinfo/1469
NCPPB 1471	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1471
NCPPB 1472	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1472
NCPPB 1473	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1473
NCPPB 1475	v1+v2+v3	yes	yes	yes	changed	unchanged	changed	name_as_received		name_as_received	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1475
NCPPB 1482	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1482
NCPPB 1495	v1+v2+v3	yes	yes	yes	changed	changed	changed	alternative_names	alternative_names	alternative_names	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1495
NCPPB 1560	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; alternative_names	current_name; alternative_names; notes	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas dyei Young et al. 2010	https://ncppb.fera.co.uk/furtherinfo/1560
NCPPB 1562	v3	no	no	yes	not_in_pair	added	added						Pantoea stewartii subsp. indologenes Mergaert et al. 1993	https://ncppb.fera.co.uk/furtherinfo/1562
NCPPB 1568	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1568
NCPPB 1585	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/1585
NCPPB 1593	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1593
NCPPB 1594	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1594
NCPPB 1595	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1595
NCPPB 1596	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1596
NCPPB 1607	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1607
NCPPB 1610	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1610
NCPPB 1612	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1612
NCPPB 1615	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1615
NCPPB 1616	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1616
NCPPB 1622	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1622
NCPPB 1628	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1628
NCPPB 1629	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1629
NCPPB 1630	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1630
NCPPB 1632	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/1632
NCPPB 1633	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1633
NCPPB 1638	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; alternative_names	current_name; alternative_names; notes	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas cucurbitae Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1638
NCPPB 1645	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1645
NCPPB 1646	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1646
NCPPB 1648	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1648
NCPPB 1654	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1654
NCPPB 1659	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1659
NCPPB 1668	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	https://ncppb.fera.co.uk/furtherinfo/1668
NCPPB 1671	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1671
NCPPB 1672	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1672
NCPPB 1680	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1680
NCPPB 1682	v3	no	no	yes	not_in_pair	added	added						Pantoea anthophila Brady et al. 2009	https://ncppb.fera.co.uk/furtherinfo/1682
NCPPB 1683	v1+v2	yes	yes	no	unchanged	removed	removed				Stenotrophomonas hibiscicola (Moniz 1963) Nguyen et al. 2024	Stenotrophomonas hibiscicola (Moniz 1963) Nguyen et al. 2024		
NCPPB 1684	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/1684
NCPPB 1685	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1685
NCPPB 1697	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1697
NCPPB 1698	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1698
NCPPB 1699	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1699
NCPPB 1700	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1700
NCPPB 1701	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1701
NCPPB 1711	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/1711
NCPPB 1712	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1712
NCPPB 1713	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	https://ncppb.fera.co.uk/furtherinfo/1713
NCPPB 1714	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	https://ncppb.fera.co.uk/furtherinfo/1714
NCPPB 1715	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/1715
NCPPB 1717	v1+v2+v3	yes	yes	yes	changed	changed	changed	name_as_received	alternative_names	name_as_received; alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	https://ncppb.fera.co.uk/furtherinfo/1717
NCPPB 1737	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/1737
NCPPB 1738	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	https://ncppb.fera.co.uk/furtherinfo/1738
NCPPB 1754	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; alternative_names	current_name; alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006	https://ncppb.fera.co.uk/furtherinfo/1754
NCPPB 1755	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. ionidii (Padhya & Patel 1963) Harrison et al. 2023	Xanthomonas euvesicatoria pv. ionidii (Padhya & Patel 1963) Harrison et al. 2023	Xanthomonas euvesicatoria pv. ionidii (Padhya & Patel 1963) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1755
NCPPB 1756	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/1756
NCPPB 1757	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/1757
