ncppb_number	current_name	name_as_received	alternative_names	country	host	year_added	type_strain_of_species	pathotype_strain	notes	reference	ncppb_catalogue_url	source_page
NCPPB 4404	Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981	Xanthomonas campestris pv. thespesiae		India	Thespesia populnea, leaf spot	2007	No	Yes			https://ncppb.fera.co.uk/furtherinfo/4404	17
NCPPB 4405	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi		New Zealand	Bromus willdenowii	2007	No	No			https://ncppb.fera.co.uk/furtherinfo/4405	17
NCPPB 4407	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari		Guadaloupe	Saccharum officinarus	2007	No	No			https://ncppb.fera.co.uk/furtherinfo/4407	17
NCPPB 4409	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv.fragariae		Italy (Cesena)	Fragariae ananassa	2007	No	Yes			https://ncppb.fera.co.uk/furtherinfo/4409	17
NCPPB 4410	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae	Xanthomonas campestris pv. carotae (Kendrick 1934) Dye 1978		Daucus carota	2007	No	No	Sample No. 18/2/1.3. See E724. Stove project E724 Good Pathogenicity on cv Napoli. PCR +ve. Used as +ve control		https://ncppb.fera.co.uk/furtherinfo/4410	17
NCPPB 4411	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae	Xanthomonas campestris pv. carotae (Kendrick 1934) Dye 1978		Daucus carota	2007	No	No	Sample No. 770/1/4. See E748. Stove project, Seed sample 770 E748. Used as +ve control. Path +ve, PCR +ve		https://ncppb.fera.co.uk/furtherinfo/4411	17
NCPPB 4412	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas alfalfae subsp. alfalfae	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978, Xanthomonas axonopodis pv. alfalfae (Riker et al. 1935) Vauterin et al. 1995, Xanthomonas alfalfae subsp. alfalfae (ex Riker et al. 1935) Schaad et al. 2007	India	Medicago sativa	2009	No	Yes			https://ncppb.fera.co.uk/furtherinfo/4412	17
NCPPB 4413	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris cheiranthii		UK	Wallflower	2008	No	No			https://ncppb.fera.co.uk/furtherinfo/4413	17
NCPPB 4414	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv.chieranthii			Wallflower	2008	No	No			https://ncppb.fera.co.uk/furtherinfo/4414	17
NCPPB 4415	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv.chieranthii			Wallflower	2008	No	No			https://ncppb.fera.co.uk/furtherinfo/4415	17
NCPPB 4416	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv.chieranthii			Wallflower	2008	No	No			https://ncppb.fera.co.uk/furtherinfo/4416	17
NCPPB 4418	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. cheiranthii				2008	No	No			https://ncppb.fera.co.uk/furtherinfo/4418	17
NCPPB 4433	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas campestris pv. musacearum	Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Burundi	Musa - Banana	2008	No	No	16s rRNA sequence data shows as Xanthomonas campestris pv. musacearum	First report of Xanthomonas campestris pv. musacearum, causative organism of Banana Xanthomonas Wilt	https://ncppb.fera.co.uk/furtherinfo/4433	17
NCPPB 4434	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas campestris pv. musacearum	Xanthomonas campestris pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Kenya	Musa - Banana	2008	No	No	16s rRNA sequencing shows as Xanthomonas campestris pv. musacearum	First report of Xanthomonas campestris pv. musacearum, causative organism of Banana Xanthomonas Wilt	https://ncppb.fera.co.uk/furtherinfo/4434	17
NCPPB 4435	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas hortorum		Uganda	Artemesia annua	2008	No	No		First report of Xanthomonas hortorum on Artemesia annua; country report for Uganda	https://ncppb.fera.co.uk/furtherinfo/4435	17
NCPPB 4446	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei		New Zealand	Metrosideros excelsa	2017	Yes	No			https://ncppb.fera.co.uk/furtherinfo/4446	17
NCPPB 4448	Xanthomonas translucens pv. pistaciae Giblot-Ducray et al 2009	Xanthomonas translucens pv. pistaciae		Australia	Pistachio	2009	No	Yes	A type= pathovar type strain		https://ncppb.fera.co.uk/furtherinfo/4448	17
NCPPB 4449	Xanthomonas cerealis pv. pistaciae Tambong et al. 2024	Xanthomonas translucens pv. pistaciae	Xanthomonas translucens pv. pistaciae Giblot-Ducray et al 2009	Australia	Pistachio	2009	No	No	B type		https://ncppb.fera.co.uk/furtherinfo/4449	17
NCPPB 4450	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. erysimi		UK	Cheiranthus (wallflower)	2009	No	No	Wallflower Bedding Mixed. ex Horsham UK.		https://ncppb.fera.co.uk/furtherinfo/4450	17
NCPPB 4451	Xanthomonas campestris pv. raphani (White 1930) Dye 1978	Xanthomonas campestris pv. raphani		UK	Cheiranthus	2009	No	No			https://ncppb.fera.co.uk/furtherinfo/4451	17
NCPPB 4466	Xanthomonas sp. Dowson 1939	Xanthomonas dyei pv. lobeliae		UK	Lobelia erinus	2009	No	No	Isolated from Lobelia seed (Lea valley).		https://ncppb.fera.co.uk/furtherinfo/4466	17
NCPPB 4468	Xanthomonas sp. Dowson 1939	Xanthomonas dyei pv. lobeliae		UK	Lobelia erinus	2009	No	No			https://ncppb.fera.co.uk/furtherinfo/4468	17
NCPPB 4584	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982; Xanthomonas translucens pv. arrhenatheri (Egli & Schmidt 1982) Vauterin et al. 1995	SWITZERLAND	Arrenatherum elatius	2013	No	No	While redrying 2699 'creamy' colnies were isolated as well as the conventional yellow colonies. This is the 'creamy' strain. FAP and partial 16S indicated thay are both Xanthomonas translucens.		https://ncppb.fera.co.uk/furtherinfo/4584	17
NCPPB 4590	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas axonopodis pv. citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979, Xanthomonas axonopodis pv. citri (Hasse 1915) Vauterin et al. 1995, Xanthomonas citri subsp. citri (Hasse 1915) Gabriel et al. 1989	USA	Citrus aurantifolia	2015	Yes	Yes		(Hasse 1915) Vauterin, Hoste, Kersters and Swings, 1995	https://ncppb.fera.co.uk/furtherinfo/4590	17
NCPPB 4594	Xanthomonas sp. Dowson 1939			Rwanda	Phaseolus vulgaris	2015	No	No		FEMS Microbiology Letters, 2015, Vol. 362, No. 4	https://ncppb.fera.co.uk/furtherinfo/4594	17
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	Xanthomonas nasturtii sp. nov.		Florida, USA	Nasturtium officinale	2016	Yes	No	Authenticity checks by donor: 16s, gyrB partial sequencing, whole genome sequencing (Hi-seq Illumina)	Pathogenic, phenotypic and molecular characterisation of Xanthomonas nasturtii sp. nov. and Xanthomonas floridensis sp. nov., new species of Xanthomonas associated with watercress production in Florida, Vicente, Joana G. et al., IJSEM http://dx.doi.org/10.1099/ijsem.0.002189	https://ncppb.fera.co.uk/furtherinfo/4600	17
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	Xanthomonas floridensis sp. nov.		Florida, USA	Nasturtium officinale	2016	Yes	No	Authenticity checks by donor: 16s, gyrB partial sequencing, whole genome sequencing (Hi-seq Illumina)	Pathogenic, phenotypic and molecular characterisation of Xanthomonas nasturtii sp. nov. and Xanthomonas floridensis sp. nov., new species of Xanthomonas associated with watercress production in Florida, Vicente, Joana G. et al., IJSEM http://dx.doi.org/10.1099/ijsem.0.002189	https://ncppb.fera.co.uk/furtherinfo/4601	17
NCPPB 4613	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)	USA	Zea mays	2017	No	No		Korus, K., J.M. Lang et al. (2017). First report of Xanthomonas vasicola causing bacterial leaf streak on corn in the United States. Plant Dis. 101(6):1030	https://ncppb.fera.co.uk/furtherinfo/4613	17
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)	South Africa	Zea mays	2017	No	Yes		"Studholme, D.J., Wicker, E., Abrare, S.M., Aspin, A., Bogdanove, A., Broders, K., Dubrow, Z., Grant, M., Jones, J.B., Karamura, G., Lang, J., Leach, J., Mahuku, G., Nakato, G.V., Coutinho, T., Smith, J., and Bull, C.T. ""Transfer of Xanthomonas campestris pv. arecae and X. campestris pv. musacearum to X. vasicola (Vauterin) as X. vasicola pv. arecae comb. nov. and X. vasicola pv. musacearum comb. nov. and description of X. vasicola pv. vasculorum pv. nov."" Phytopathol. (2020) 110(6):1153-1160.; Lang, J.M. et al. (2017). Detection and characterization of Xanthomonas vasicola pv. vasculorum comb. nov. causing bacterial leaf streak of corn in the United States. Phytopathology."	https://ncppb.fera.co.uk/furtherinfo/4614	17
NCPPB 4615	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Germany	Unknown	2017	No	No		Vorholter F.J et al. (2008). The genome of Xanthomonas campestris pv. campestris B100 and its use for the reconstruction of metabolic pathways involved in xanthan biosynthesis. J Biotechnol. 134:33-45	https://ncppb.fera.co.uk/furtherinfo/4615	17
NCPPB 4618	Xanthomonas phaseoli (ex Smith) Gabriel et al. 1989 VP	Xanthomonas phaseoli		USA	Phaeolus vulgaris	2017	Yes	No		Gabriel DW, et al. (1989). Reinstatement of Xanthomonas citri (ex Hasse) and X. phaseoli (ex Smith) to species and reclassification of all X. campestris pv. citri strains. International Journal of Systematic Bacteriology 39:14-22	https://ncppb.fera.co.uk/furtherinfo/4618	17
NCPPB 4622	Xanthomonas nasturtii			Spain	Nasturtium officinale	2018	No	No	Partial gene (gyrB) sequence 100% match with the Type strain	Vicente, J.G. et al. (2017). Pathogenic, phenotypic and molecular characterisation of Xanthomonas nasturtii sp. nov. and Xanthomonas floridensis sp. nov., new species of Xanthomonas associated with watercress production in Florida. International Journal of Systematic and Evolutionary Microbiology 67(9):3645-3654	https://ncppb.fera.co.uk/furtherinfo/4622	18
NCPPB 4623	Xanthomonas arboricola pv. pruni (Smith) Vauterin et al.			UK	Prunus laurocerasus	2018	No	No			https://ncppb.fera.co.uk/furtherinfo/4623	18
NCPPB 4625	Xanthomonas campestris pv. armoraciae			UK	Iberis sp.	2018	No	No			https://ncppb.fera.co.uk/furtherinfo/4625	18
NCPPB 4629	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010		New Zealand	Eriostemon myoporoides	2018	No	No	Causes leaf spots	Young, J. M.; Wilkie, J. P.; Park, D.-C.; Watson, D. R. W. (2010)New Zealand strains of plant pathogenic bacteria classified by multi-locus sequence analysis; proposal ofXanthomonas dyeisp. nov.Plant Pathology59(2)270-281. DOI: 10.1111/j.1365-3059.2009.02210.x	https://ncppb.fera.co.uk/furtherinfo/4629	18
NCPPB 4630	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010	Xanthomonas Dowson	New Zealand	Aralia sp.	2018	No	No		Young, J. M.; Wilkie, J. P.; Park, D.-C.; Watson, D. R. W. (2010) New Zealand strains of plant pathogenic bacteria classified by multi-locus sequence analysis; proposal of Xanthomonas dyei sp. nov. Plant Pathology 59(2)270-281. DOI: 10.1111/j.1365-3059.2009.02210.x	https://ncppb.fera.co.uk/furtherinfo/4630	18
NCPPB 4631	Xanthomonas campestris			UK	Erysimum cheiri	2018	No	No			https://ncppb.fera.co.uk/furtherinfo/4631	18
NCPPB 4632	Xanthomonas dyei pv. eucalypti Young et al. 2010	Xanthomonas dyei pv. eucalypti		New Zealand	Eucalyptus sp. (Gum Tree)	2018	No	No		Young, J. M.; Wilkie, J. P.; Park, D.-C.; Watson, D. R. W. (2010) New Zealand strains of plant pathogenic bacteria classified by multi-locus sequence analysis; proposal of Xanthomonas dyei sp. nov. Plant Pathology 59(2)270-281. DOI: 10.1111/j.1365-3059.2009.02210.x	https://ncppb.fera.co.uk/furtherinfo/4632	18
NCPPB 4633	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al.		New Zealand	Diospyros kaki	2018	No	No		Young, J. M.; Wilkie, J. P.; Park, D.-C.; Watson, D. R. W. (2010) New Zealand strains of plant pathogenic bacteria classified by multi-locus sequence analysis; proposal of Xanthomonas dyei sp. nov. Plant Pathology 59(2)270-281. DOI: 10.1111/j.1365-3059.2009.02210.x	https://ncppb.fera.co.uk/furtherinfo/4633	18
NCPPB 4634	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010		New Zealand	Olea europaea cv. Barnea	2018	No	No	Isolated from Cankerous branch of olive	Young, J. M.; Wilkie, J. P.; Park, D.-C.; Watson, D. R. W. (2010) New Zealand strains of plant pathogenic bacteria classified by multi-locus sequence analysis; proposal of Xanthomonas dyei sp. nov. Plant Pathology 59(2)270-281. DOI: 10.1111/j.1365-3059.2009.02210.x	https://ncppb.fera.co.uk/furtherinfo/4634	18
NCPPB 4635	Xanthomonas campestris pv. tardicrescens			Japan	Iris tectorum	2018	No	No			https://ncppb.fera.co.uk/furtherinfo/4635	18
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK	Brassica oleracea	2018	No	No		XanthThreats project sequence on SGP6 W0665 Exp3002JV040	https://ncppb.fera.co.uk/furtherinfo/4660	18
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		USA	Brassica oleracea	2018	No	No		https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO.2001.91.5.492 https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-96-0735 https://bsppjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1364-3703.2012.00833.x https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-94-3-0298 https://www.ncbi.nlm.nih.gov/search/all/?term=CP025750 https://apsjournals.apsnet.org/doi/epdf/10.1094/MPMI-07-19-0177-A	https://ncppb.fera.co.uk/furtherinfo/4661	18
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK	Brassica napus (cv Magres) (Swede)	2018	No	No	Isolated from Swede root	XanthThreats project sequence on SGP6. W0665 Exp3002JV040	https://ncppb.fera.co.uk/furtherinfo/4662	18
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK	Erysimum (Bowles mauve) Wallflower	2018	No	No		XanthThreats project sequence on SGP6 Exp3005 JV098	https://ncppb.fera.co.uk/furtherinfo/4663	18
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK	Brassica napus (cv Magres) (Swede)	2018	No	No	Isolated from Swede leaf	Exp3005 JV099	https://ncppb.fera.co.uk/furtherinfo/4664	18
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK	Brassica oleracea, Savoy cabbage	2018	No	No	Isolated from Savoy cabbage leaf		https://ncppb.fera.co.uk/furtherinfo/4665	18
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	Xanthomonas nasturtii		USA (Hawaii)	Nasturtium officinale	2018	No	No		Exp3005 JV118 Vicente et al. (2023) First identification of Xanthomonas nasturtii as the cause of black rot of watercress in Hawaii. Plant Disease Note https://apsjournals.apsnet.org/doi/pdf/10.1094/PDIS-05-22-1043-PDN XanthThreats project sequence on SGP3	https://ncppb.fera.co.uk/furtherinfo/4666	18
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939			Portugal	Brassica oleracea	2018	No	No		Vicente et al. (2001); Vicente et al. (2006); Vicente and Holub (2012) https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO.2001.91.5.492 https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-96-0735 https://bsppjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1364-3703.2012.00833.x https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-94-3-0298 XanthThreats project sequence on SGP3	https://ncppb.fera.co.uk/furtherinfo/4668	18
NCPPB 4669	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris campestris		Nepal	Brassica oleracea	2018	No	No	Symptoms on cauliflower leaf	Dahl Jensen et al. (2010) Occurrence and Diversity of Xanthomonas campestris pv. campestris in Vegetable Brassica Fields in Nepal. Plant Disease https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-94-3-0298 https://bsppjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1364-3703.2012.00833.x	https://ncppb.fera.co.uk/furtherinfo/4669	18
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		USA		2018	No	No		https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-96-0735, https://bsppjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1364-3703.2012.00833.x	https://ncppb.fera.co.uk/furtherinfo/4670	18
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		UK (Cornwall)	Brassica oleracea	2018	No	No	Found on young lesions	Vicente et al. (2001); Vicente et al. (2006); Vicente and Holub (2012), https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO.2001.91.5.492 https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-96-0735 https://bsppjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1364-3703.2012.00833.x https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-94-3-0298 XanthThreats project sequence on SGP4	https://ncppb.fera.co.uk/furtherinfo/4671	18
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	Xanthomonas sp.		Portugal	Juglans regia	2019	No	No		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.004386#tab2	https://ncppb.fera.co.uk/furtherinfo/4675	18
NCPPB 4676	Xanthomonas arboricola pv. juglandis	Xanthomonas arboricola pv. juglandis		Portugal	Juglans regia	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4676	18
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Serbia	Brassica napus L.	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4678	18
NCPPB 4679	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Serbia	Brassica napus L.	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4679	18
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Serbia	Brassica napus L.	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4680	18
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Serbia	Brassica napus L.	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4681	18
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris		Serbia	Brassica napus L.	2019	No	No			https://ncppb.fera.co.uk/furtherinfo/4682	18
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	Xanthomonas hydrangeae		Belgium	Hydrangea arborescens cv Bella Anna	2021	No	No		Cottyn B, De Paepe B, Dia NC, Van Malderghem C, Pothier JF, and J Van Vaerenbergh. First report of bacterial leaf spot of Hydrangea in retail nurseries in Belgium caused by strains assigned to a new Xanthomonas hortorum clade. New Dis Rep. 2021; 00:e10002.	https://ncppb.fera.co.uk/furtherinfo/4692	18
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	Xanthomonas hydrangeae		Belgium	Hydrangea arborescens cv Invincibelle	2021	No	No		Cottyn B, De Paepe B, Dia NC, Van Malderghem C, Pothier JF, and J Van Vaerenbergh. First report of bacterial leaf spot of Hydrangea in retail nurseries in Belgium caused by strains assigned to a new Xanthomonas hortorum clade. New Dis Rep. 2021; 00:e10002.	https://ncppb.fera.co.uk/furtherinfo/4693	18
NCPPB 4698	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas campestris FL-2		USA	Lavandula stoechas (French Lavendar Plant)	2022	No	No		A Bacterial Leaf Disease of Lavender Caused by Xanthomonas campestris. . S. T. Koike, University of California Cooperative Extension, Watsonville 95076. S. A. Tjosvold, University of California Cooperative Extension, Watsonville 95076 and D. A. Cooksey and H. R. Azad, Department of Plant Pathology, University of California, Riverside 92521. Plant Dis. 79:859. Accepted for publication 12 June 1995. Copyright 1995 The American Phytopathological Society. DOI: 10.1094/PD-79-0859B..	https://ncppb.fera.co.uk/furtherinfo/4698	18
