ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	catalogue_host	catalogue_country	ncbi_biosample_match_count	ncbi_assembly_count	ncbi_sra_run_count	ncbi_bioproject_count	ncbi_sequence_resource_count	ncbi_record_match_count	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_eligible_sequence_resource_count	ncbi_taxonomy_blocked_resource_count	has_confirmed_ncbi_data	ncbi_data_status	sequence_availability_category	phylogeny_readiness	manual_review_required	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	assembly_accessions	sra_run_accessions	bioproject_accessions	taxonomy_blocked_biosample_accessions
NCPPB 892	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Thysanolaena maxima	Mauritius	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 893	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Thysanoleana maxima.	Mauritius	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 895	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas	current_xanthomonas	Saccharum officinarum	Malagasy Republic	2	2	2	4	4	10	2	2	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN36357973; SAMN02439007	GCF_000278075.1; GCF_030551445.2	SRR1045341; SRR25194029	GCF_030551445.2; GCF_000278075.1	SRR25194029; SRR1045341	PRJNA992549; PRJNA163307	
NCPPB 896	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	Saccharum officinarum	Malagasy Republic	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 897	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	Saccharum officinarum	Malagasy Republic	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 899	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Saccharum officinarum	Reunion	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 900	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Saccharum officinarum	Reunion	2	1	3	4	4	10	1	3	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN56511391; SAMN02854335	GCF_000724905.1	SRR1515236; SRR37629066; SRR37789883	GCF_000724905.1	SRR37629066; SRR37789883; SRR1515236	PRJNA1437458; PRJNA252656	
NCPPB 901	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Gossypium sp	India	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161496	GCF_056725085.1	SRR29644180; SRR30040125	GCF_056725085.1	SRR29644180; SRR30040125	PRJNA1129555	
NCPPB 902	present_in_both	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Tripsacum laxum. See Mulder (1961).	Sri Lanka	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN03140174	GCF_000772775.3		GCF_000772775.3		PRJNA264637	
NCPPB 916	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Saccharum officinarum	Trinidad	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
