ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 2181	SAMD00537715	31049104	ncppb_number	expected_genus:Xanthomonas	Xanthomonas translucens	343	NCPPB 2181	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00537715
NCPPB 762	SAMD00537713	31049102	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas pisi	56457	NCPPB 762	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMD00537713
NCPPB 1935	SAMEA14107389	28580523	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas campestris pv. nigromaculans	487879	NCPPB 1935	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA14107389
NCPPB 940	SAMEA6962652	15671177	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas hortorum pv. taraxaci	487905	NCPPB 940	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962652
NCPPB 2985	SAMEA6962649	15671174	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas hortorum pv. pelargonii	453602	NCPPB 2985	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962649
NCPPB 1469	SAMEA104068692	7162776	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas fragariae	48664	NCPPB 1469	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA104068692
NCPPB 585	SAMN19988994	19988994	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. trichodesmae	487895	NCPPB 585	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988994
NCPPB 3114	SAMN19988993	19988993	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. merremiae	487877	NCPPB 3114	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988993
NCPPB 586	SAMN19988992	19988992	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. uppalii	487896	NCPPB 586	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988992
NCPPB 579	SAMN19988991	19988991	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. lawsoniae	487873	NCPPB 579	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988991
NCPPB 575	SAMN19988990	19988990	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. clerodendri	487859	NCPPB 575	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988990
NCPPB 464	SAMN19988989	19988989	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. olitorii	487880	NCPPB 464	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988989
NCPPB 4352	SAMN19988988	19988988	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. zingibericola	487903	NCPPB 4352	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988988
NCPPB 4351	SAMN19988987	19988987	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. viegasii	487898	NCPPB 4351	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988987
NCPPB 4349	SAMN19988986	19988986	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. pennamericanum	487885	NCPPB 4349	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988986
NCPPB 4348	SAMN19988985	19988985	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. mirabilis	487878	NCPPB 4348	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988985
NCPPB 3759	SAMN19988984	19988984	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. obscurae	2854747	NCPPB 3759	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988984
NCPPB 3079	SAMN19988983	19988983	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. paulliniae	487884	NCPPB 3079	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988983
NCPPB 2932	SAMN19988982	19988982	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. daturae	487861	NCPPB 2932	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988982
NCPPB 2498	SAMN19988981	19988981	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. convolvuli	487860	NCPPB 2498	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988981
NCPPB 2373	SAMN19988980	19988980	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. carissae	487857	NCPPB 2373	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988980
NCPPB 2372	SAMN19988979	19988979	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. fici	487866	NCPPB 2372	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988979
NCPPB 2057	SAMN19988978	19988978	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. heliotropii	487869	NCPPB 2057	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988978
NCPPB 1828	SAMN19988977	19988977	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. euphorbiae	487865	NCPPB 1828	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988977
NCPPB 1787	SAMN19988976	19988976	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. veroniae	487897	NCPPB 1787	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988976
NCPPB 1760	SAMN19988975	19988975	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. spermacoces	487890	NCPPB 1760	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988975
NCPPB 1758	SAMN19988974	19988974	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. coriandri	279089	NCPPB 1758	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988974
NCPPB 1757	SAMN19988973	19988973	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. blepharidis	487855	NCPPB 1757	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988973
NCPPB 1756	SAMN19988972	19988972	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas euvesicatoria pv. physalidis	487887	NCPPB 1756	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988972
NCPPB 1334	SAMN19988970	19988970	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. ionidii	487870	NCPPB 1334	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988970
NCPPB 1128	SAMN03777426	3777426	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1128	1775876	NCPPB 1128	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03777426
NCPPB 1132	SAMN00752560	752560	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1132	487528	NCPPB 1132	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00752560
NCPPB 1131	SAMN00752559	752559	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1131	487527	NCPPB 1131	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00752559
NCPPB 702	SAMN00002876	2876	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. vasculorum NCPPB 702	559736	NCPPB 702	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00002876
NCPPB 935	SAMEA7984667	21223412	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas arboricola pv. corylina	487821	NCPPB 935	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7984667
NCPPB 3607	SAMEA2827559	3154120	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 3607	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2827559
NCPPB 3612	SAMEA2827237	3154118	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 3612	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2827237
NCPPB 3615	SAMEA2827229	3154110	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 3615	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2827229
NCPPB 3615	SAMEA2827227	3154108	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 3615	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2827227
NCPPB 1336	SAMN19988971	19988971	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas euvesicatoria pv. alangii	487845	NCPPB 1336	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19988971
NCPPB 1833	SAMN18440024	18440024	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas phaseoli pv. dieffenbachiae	92828	NCPPB 1833	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN18440024
NCPPB 3753	SAMN03164132	3164132	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas cannabis pv. cannabis	1885894	NCPPB 3753	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN03164132
NCPPB 226	SAMN13783184	13783184	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. citri	611301	NCPPB 226	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN13783184
NCPPB 211	SAMN13783128	13783128	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. citri	611301	NCPPB 211	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN13783128
NCPPB 4356	SAMN09704276	9704276	ncppb_number	expected_genus:Xanthomonas	Xanthomonas hortorum pv. cynarae	2754057	NCPPB 4356	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704276
NCPPB 4392	SAMN00991254	991254	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4392	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991254
NCPPB 4434	SAMN00991253	991253	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4434	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991253
NCPPB 4433	SAMN00991252	991252	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4433	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991252
NCPPB 4389	SAMN00991251	991251	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4389	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991251
NCPPB 4387	SAMN00991250	991250	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4387	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991250
NCPPB 4383	SAMN00991249	991249	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4383	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991249
NCPPB 4395	SAMN00991246	991246	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4395	ncppb_number	primary	identifiers	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991246
NCPPB 633	SAMN08729580	8729580	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. malvacearum	86040	NCPPB 633	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08729580
NCPPB 1585	SAMN08729510	8729510	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas oryzae pv. oryzicola	129394	NCPPB 1585	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08729510
NCPPB 1713	SAMN03257621	3257621	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas phaseoli pv. phaseoli	317013	NCPPB 1713	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03257621
