ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 581	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	This isolate is also in the collections; ATCC 11643, ICMP 5779, LMG 849, CFBP 7277 The source of this isolate was ex M.K. Patel 12	This isolate is also in the collections; ATCC 11643, ICMP 5779, LMG 849, CFBP 7277 The source of this isolate was ex M.K. Patel 12	no	no
NCPPB 582	present_in_both	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ATCC 11675, ICMP 367, LMG 867 This isolate was isolated by M.K. Patel The source of this isolate was ex M.K. Patel 9	This isolate is also in the collections; ATCC 11675, ICMP 367, LMG 867 This isolate was isolated by M.K. Patel The source of this isolate was ex M.K. Patel 9	no	no
NCPPB 584	present_in_both	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	This isolate is also in the collections; ATCC 11673, ICMP 572, LMG 995, CCUG 15850 The source of this isolate was ex M.K. Patel 7	This isolate is also in the collections; ATCC 11673, ICMP 572, LMG 995, CCUG 15850 The source of this isolate was ex M.K. Patel 7	no	no
NCPPB 585	present_in_both	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	This isolate is also in the collections; ATCC 11678, ICMP 5754, LMG 874 This isolate was isolated by ex M.K. Patel 15	This isolate is also in the collections; ATCC 11678, ICMP 5754, LMG 874 This isolate was isolated by ex M.K. Patel 15	no	no
NCPPB 586	present_in_both	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	This isolate is also in the collections; ATCC 11641, ICMP 5756, LMG 893 The source of this isolate was ex M.K. Patel 2	This isolate is also in the collections; ATCC 11641, ICMP 5756, LMG 893 The source of this isolate was ex M.K. Patel 2	no	no
NCPPB 599	present_in_both	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	The donor reference is Y6 This isolate is also in the collections; ATCC 193314, ICMP 189, DSM 19077, CFBP 1156, LMG 739 The source of this isolate was ex E. van Slogteren	The donor reference is Y6 This isolate is also in the collections; ATCC 193314, ICMP 189, DSM 19077, CFBP 1156, LMG 739 The source of this isolate was ex E. van Slogteren	no	no
NCPPB 614	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	The source of this isolate was ex L.S. Bird 52-3	The source of this isolate was ex L.S. Bird 52-3	no	no
NCPPB 631	present_in_both	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICMP 621, LMG 865 This isolate was isolated by ex K.A. Sabet	This isolate is also in the collections; ICMP 621, LMG 865 This isolate was isolated by ex K.A. Sabet	no	no
NCPPB 633	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is 222M This isolate is also in the collections; ICMP 5739, LMG 761, CFBP 2530 This isolate was isolated by ex F.T. Last M2519	The donor reference is 222M This isolate is also in the collections; ICMP 5739, LMG 761, CFBP 2530 This isolate was isolated by ex F.T. Last M2519	no	no
NCPPB 634	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is 223S This isolate was isolated by ex F. T. Last S2519	The donor reference is 223S This isolate was isolated by ex F. T. Last S2519	no	no
NCPPB 637	present_in_both	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	The donor reference is 76200 This isolate is also in the collections; ICMP 616, LMG 691 This isolate was isolated by ex M.K. Patel The source of this isolate was ex M.V. Desai	The donor reference is 76200 This isolate is also in the collections; ICMP 616, LMG 691 This isolate was isolated by ex M.K. Patel The source of this isolate was ex M.V. Desai	no	no
NCPPB 638	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	The donor reference is 76537 This isolate is also in the collections; CFBP 7110 This isolate was isolated by ex A. Rothwell	The donor reference is 76537 This isolate is also in the collections; CFBP 7110 This isolate was isolated by ex A. Rothwell	no	no
NCPPB 642	present_in_both	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	The donor reference is 423 This isolate was isolated by ex E. Hellmers	The donor reference is 423 This isolate was isolated by ex E. Hellmers	no	no
NCPPB 645	present_in_both	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	This isolate was isolated by K.A. Sabet Cas 2	This isolate was isolated by K.A. Sabet Cas 2	no	no
NCPPB 646	present_in_both	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	This isolate was isolated by K.A. Sabet Kh2	This isolate was isolated by K.A. Sabet Kh2	no	no
NCPPB 647	present_in_both	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	This isolate was isolated by K.A. Sabet Ses 9	This isolate was isolated by K.A. Sabet Ses 9	no	no
NCPPB 648	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	This isolate was isolated by K.A. Sabet Med. 3	This isolate was isolated by K.A. Sabet Med. 3	no	no
NCPPB 670	present_in_both	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is 77421 This isolate was isolated by ex C. Logan	The donor reference is 77421 This isolate was isolated by ex C. Logan	no	no
NCPPB 701	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	The donor reference is 77833 This isolate is also in the collections; LMG 920 This isolate was isolated by ex G. Goidanich	The donor reference is 77833 This isolate is also in the collections; LMG 920 This isolate was isolated by ex G. Goidanich	no	no
NCPPB 702	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	The donor reference is 77860 This isolate is also in the collections; ICPB XV168, LMG 8710, CFBP 7163 This isolate was isolated by ex A. Rothwell	The donor reference is 77860 This isolate is also in the collections; ICPB XV168, LMG 8710, CFBP 7163 This isolate was isolated by ex A. Rothwell	no	no
NCPPB 761	present_in_both	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	The donor reference is Yzl This isolate is also in the collections; ICMP 586, LMG 845, ATCC 49077 This isolate was isolated by N. Okabe The source of this isolate was ex N. Okabe	The donor reference is Yzl This isolate is also in the collections; ICMP 586, LMG 845, ATCC 49077 This isolate was isolated by N. Okabe The source of this isolate was ex N. Okabe	no	no
NCPPB 762	present_in_both	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	The donor reference is XAl This isolate is also in the collections; ICMP 570, LMG 847, DSM 18956, ATCC 35936 This isolate was isolated by N. Okabe The source of this isolate was ex N. Okabe	The donor reference is XAl This isolate is also in the collections; ICMP 570, LMG 847, DSM 18956, ATCC 35936 This isolate was isolated by N. Okabe The source of this isolate was ex N. Okabe	no	no
NCPPB 793	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	The donor reference is 78017 This isolate was isolated by ex T.N. Kaul	The donor reference is 78017 This isolate was isolated by ex T.N. Kaul	no	no
NCPPB 795	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	The donor reference is 81587 This isolate is also in the collections; LMG 900 This isolate was isolated by ex P. Baudin	The donor reference is 81587 This isolate is also in the collections; LMG 900 This isolate was isolated by ex P. Baudin	no	no
NCPPB 840	present_in_both	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	This isolate is also in the collections; ICMP 167, LMG 811 The source of this isolate was ex M.K. Desai	This isolate is also in the collections; ICMP 167, LMG 811 The source of this isolate was ex M.K. Desai	no	no
NCPPB 875	present_in_both	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978			no	no
NCPPB 881	present_in_both	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	The donor reference is Strain sombor This isolate is also in the collections; ATCC 19865, DSM 19127 This isolate was isolated by D. Sutic	The donor reference is Strain sombor This isolate is also in the collections; ATCC 19865, DSM 19127 This isolate was isolated by D. Sutic	no	no
NCPPB 884	present_in_both	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	The donor reference is B400 The source of this isolate was ex R.M. Patel	The donor reference is B400 The source of this isolate was ex R.M. Patel	no	no
NCPPB 885	present_in_both	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	The donor reference is B401 This isolate is also in the collections; ICMP 168, LMG 694 This isolate was isolated by ex R.M. Patel	The donor reference is B401 This isolate is also in the collections; ICMP 168, LMG 694 This isolate was isolated by ex R.M. Patel	no	no
NCPPB 887	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	This isolate is also in the collections; ATCC 33195 This isolate was isolated by A.C. Hayward B315	This isolate is also in the collections; ATCC 33195 This isolate was isolated by A.C. Hayward B315	no	no
NCPPB 888	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by A.C. Hayward B325	This isolate was isolated by A.C. Hayward B325	no	no
NCPPB 889	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	This isolate is also in the collections; LMG 902, CFBP 5831 This isolate was isolated by A.C. Hayward B323	This isolate is also in the collections; LMG 902, CFBP 5831 This isolate was isolated by A.C. Hayward B323	no	no
NCPPB 891	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B337	This isolate was isolated by A.C. Hayward B337	no	no
NCPPB 892	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B349	This isolate was isolated by A.C. Hayward B349	no	no
NCPPB 893	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B343	This isolate was isolated by A.C. Hayward B343	no	no
NCPPB 895	present_in_both	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	This isolate is also in the collections; LMG 8714 This isolate was isolated by A.C. Hayward B370	This isolate is also in the collections; LMG 8714 This isolate was isolated by A.C. Hayward B370	no	no
NCPPB 896	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	The donor reference is B462 This isolate is also in the collections; ATCC 33196, LMG 483 This isolate was isolated by ex P. Baudin	The donor reference is B462 This isolate is also in the collections; ATCC 33196, LMG 483 This isolate was isolated by ex P. Baudin	no	no
NCPPB 897	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	The donor reference is B463 This isolate was isolated by ex P. Baudin	The donor reference is B463 This isolate was isolated by ex P. Baudin	no	no
NCPPB 899	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B377	This isolate was isolated by A.C. Hayward B377	no	no
NCPPB 900	present_in_both	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B386	This isolate was isolated by A.C. Hayward B386	no	no
NCPPB 901	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B406 The source of this isolate was ex N.B. Kulkarni	The donor reference is B406 The source of this isolate was ex N.B. Kulkarni	no	no
NCPPB 902	present_in_both	Xanthomonas vasicola Vauterin et al. 1995	Xanthomonas vasicola Vauterin et al. 1995	The donor reference is B454 The source of this isolate was ex N. Shanmuganathan	The donor reference is B454 The source of this isolate was ex N. Shanmuganathan	no	no
NCPPB 916	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is B136	The donor reference is B136	no	no
NCPPB 917	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by A.C. Hayward B130	This isolate was isolated by A.C. Hayward B130	no	no
NCPPB 918	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	This isolate was isolated by A.C. Hayward B373	This isolate was isolated by A.C. Hayward B373	no	no
NCPPB 922	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans (Ashby 1929) Dowson 1943	The donor reference is B499 This isolate was isolated by ex P. Baudin 1213A	The donor reference is B499 This isolate was isolated by ex P. Baudin 1213A	no	no
NCPPB 923	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	The donor reference is B495 This isolate was isolated by ex H.T. Brodrick A13a	The donor reference is B495 This isolate was isolated by ex H.T. Brodrick A13a	no	no
NCPPB 924	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	The donor reference is B497 This isolate was isolated by ex H.T. Brodrick A26	The donor reference is B497 This isolate was isolated by ex H.T. Brodrick A26	no	no
NCPPB 926	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	The donor reference is B494 This isolate was isolated by ex H.T. Brodrick A12	The donor reference is B494 This isolate was isolated by ex H.T. Brodrick A12	no	no
NCPPB 935	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	This isolate is also in the collections; ATCC 19313, ICMP 5726, ICPB XC 12, LMG 689, CFBP 1159 The source of this isolate was ex P.W. Miller 5262	This isolate is also in the collections; ATCC 19313, ICMP 5726, ICPB XC 12, LMG 689, CFBP 1159 The source of this isolate was ex P.W. Miller 5262	no	no
