ncppb_number	clause_order	clause_type	raw_clause	raw_value	text_start	text_end	html_start	html_end	parse_status	risk_level	review_reason	source_snapshot_sha256
NCPPB 420	1	isolated_by	This isolate was isolated by D.W. Dye T8	D.W. Dye T8	0	40	186414	186483	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 421	1	isolated_by	This isolate was isolated by D.W. Dye T9	D.W. Dye T9	0	40	189623	189692	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 422	1	collection_list	This isolate is also in the collections; ICMP 63, LMG 911, ATCC 35937	ICMP 63, LMG 911, ATCC 35937	0	69	192865	192963	parsed	low		
NCPPB 422	2	isolated_by	This isolate was isolated by D.W. Dye X1	D.W. Dye X1	70	110	192967	193008	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 423	1	collection_list	This isolate is also in the collections; ICMP 65, LMG 916	ICMP 65, LMG 916	0	57	196180	196266	parsed	low		
NCPPB 423	2	isolated_by	This isolate was isolated by D.W. Dye X3	D.W. Dye X3	58	98	196270	196311	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 424	1	collection_list	This isolate is also in the collections; ICMP 66, LMG 917	ICMP 66, LMG 917	0	57	199483	199569	parsed	low		
NCPPB 424	2	isolated_by	This isolate was isolated by D.W. Dye X4	D.W. Dye X4	58	98	199573	199614	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 425	1	donor_reference	The donor reference is ZC1	ZC1	0	26	202538	202593	parsed	medium		
NCPPB 425	2	source_of_isolate	The source of this isolate was ex B. Paine	ex B. Paine	27	69	202597	202640	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 457	1	collection_list	This isolate is also in the collections; ATCC 19312, ICMP 50, LMG 982, DSMZ 3585	ATCC 19312, ICMP 50, LMG 982, DSMZ 3585	0	80	205302	205411	parsed	low		
NCPPB 457	2	isolated_by	This isolate was isolated by M.P. Starr XA103	M.P. Starr XA103	81	126	205415	205461	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 464	1	collection_list	This isolate is also in the collections; ICMP 359, LMG 9052	ICMP 359, LMG 9052	0	59	208156	208244	parsed	low		
NCPPB 464	2	isolated_by	This isolate was isolated by K.A. Sabet Cor 9	K.A. Sabet Cor 9	60	105	208248	208294	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 465	1	isolated_by	This isolate was isolated by K.A. Sabet Cor 5	K.A. Sabet Cor 5	0	45	210679	210753	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 466	1	collection_list	This isolate is also in the collections; ICMP 360, LMG 859	ICMP 360, LMG 859	0	58	213949	214036	parsed	low		
NCPPB 466	2	source_of_isolate	The source of this isolate was ex M.K. Hingorani	ex M.K. Hingorani	59	107	214040	214089	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 473	1	source_of_isolate	The source of this isolate was ex M.K. Hingorani	ex M.K. Hingorani	0	48	217283	217360	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 476	1	source_of_isolate	The source of this isolate was ex M.K. Desai	ex M.K. Desai	0	44	220043	220116	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 477	1	source_of_isolate	The source of this isolate was ex M.K. Desai	ex M.K. Desai	0	44	222520	222593	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 478	1	source_of_isolate	The source of this isolate was ex M.K. Desai	ex M.K. Desai	0	44	225748	225821	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 479	1	isolated_by	This isolate was isolated by ex M.K. Desai	ex M.K. Desai	0	42	228995	229066	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 480	1	collection_list	This isolate is also in the collections; CFBP 7121	CFBP 7121	0	50	232242	232321	parsed	low		
NCPPB 480	2	source_of_isolate	The source of this isolate was ex M.K. Desai	ex M.K. Desai	51	95	232325	232370	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 481	1	collection_list	This isolate is also in the collections; ATCC 11640, ICMP 315, LMG 692	ATCC 11640, ICMP 315, LMG 692	0	70	235527	235626	parsed	low		
NCPPB 481	2	isolated_by	This isolate was isolated by ICPB XD105	ICPB XD105	71	110	235630	235670	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 481	3	source_of_isolate	The source of this isolate was ex ICPB XD105 ex ICPB XD105	ex ICPB XD105 ex ICPB XD105	111	169	235674	235735	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 485	1	donor_reference	The donor reference is XB109	XB109	0	28	238890	238947	parsed	medium		
NCPPB 485	2	source_of_isolate	The source of this isolate was ex ICPB XB109	ex ICPB XB109	29	73	238951	238996	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 488	1	collection_list	This isolate is also in the collections; ICPB XR101, ATCC 11767, LMG 7441, ICMP 248	ICPB XR101, ATCC 11767, LMG 7441, ICMP 248	0	83	242379	242491	parsed	low		
NCPPB 488	2	source_of_isolate	The source of this isolate was ex M.K. Patel	ex M.K. Patel	84	128	242495	242540	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 490	1	donor_reference	The donor reference is 18	18	0	25	245245	245299	parsed	medium		
NCPPB 490	2	collection_list	This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716	ATCC 11637, ICMP 5740, LMG 941, CFBP 1716	26	108	245303	245386	parsed	low		
NCPPB 490	3	isolated_by	This isolate was isolated by M.K. Patel	M.K. Patel	109	148	245390	245430	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 490	4	source_of_isolate	The source of this isolate was ex ICPB PM114 ex M.K. Patel	ex ICPB PM114 ex M.K. Patel	149	207	245434	245493	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 509	1	donor_reference	The donor reference is 391	391	0	26	248661	248716	parsed	medium		
NCPPB 509	2	collection_list	This isolate is also in the collections; LMG 919	LMG 919	27	75	248720	248769	parsed	low		
NCPPB 509	3	isolated_by	This isolate was isolated by ex A. Rothwell	ex A. Rothwell	76	119	248773	248817	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 510	1	donor_reference	The donor reference is 392	392	0	26	251447	251502	parsed	medium		
NCPPB 510	2	isolated_by	This isolate was isolated by ex G. Orian	ex G. Orian	27	67	251506	251547	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 526	1	donor_reference	The donor reference is 412	412	0	26	254176	254231	parsed	medium		
NCPPB 526	2	isolated_by	This isolate was isolated by ex J.A. Spence XAS/L	ex J.A. Spence XAS/L	27	76	254235	254285	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 528	1	collection_list	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069	ICMP 13, ATCC 33913, LMG 568, CIP 100069	0	81	257210	257320	parsed	low		
NCPPB 528	2	isolated_by	This isolate was isolated by E. Billing P25	E. Billing P25	82	125	257324	257368	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 529	1	isolated_by	This isolate was isolated by E. Billing P33/1	E. Billing P33/1	0	45	260290	260364	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 535	1	isolated_by	This isolate was isolated by K.A. Sabet Ric 3	K.A. Sabet Ric 3	0	45	263788	263862	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 536	1	collection_list	This isolate is also in the collections; ICMP 671, LMG 753	ICMP 671, LMG 753	0	58	267025	267112	parsed	low		
NCPPB 536	2	isolated_by	This isolate was isolated by K.A. Sabet Khl	K.A. Sabet Khl	59	102	267116	267160	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 554	1	collection_list	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911	ICMP 5732, LMG 712, CFBP 2526. ATCC 43911	0	82	270321	270432	parsed	low		
NCPPB 554	2	isolated_by	This isolate was isolated by K.A. Sabet Soy 1	K.A. Sabet Soy 1	83	128	270436	270482	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 555	1	isolated_by	This isolate was isolated by K.A. Sabet Vig 5	K.A. Sabet Vig 5	0	45	273655	273729	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 556	1	isolated_by	This isolate was isolated by K.A. Sabet Dol S	K.A. Sabet Dol S	0	45	277180	277254	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 557	1	isolated_by	This isolate was isolated by K.A. Sabet Dol W	K.A. Sabet Dol W	0	45	280718	280792	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 570	1	collection_list	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498	ATCC 11645, ICMP 441, LMG 498	0	70	283189	283288	parsed	low		
NCPPB 570	2	source_of_isolate	The source of this isolate was ex M.K. Patel 16	ex M.K. Patel 16	71	118	283292	283340	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 571	1	collection_list	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546	ATCC 11672, ICMP 571, LMG 546	0	70	285729	285828	parsed	low		
NCPPB 571	2	isolated_by	This isolate was isolated by M.K. Patel 4	M.K. Patel 4	71	112	285832	285874	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 573	1	collection_list	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558	ATCC 11639, ICMP 444, LMG 558	0	70	289030	289129	parsed	low		
NCPPB 573	2	source_of_isolate	The source of this isolate was ex M.K. Patel 5	ex M.K. Patel 5	71	117	289133	289180	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 575	1	collection_list	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811	ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811	0	106	291586	291721	parsed	low		
NCPPB 575	2	source_of_isolate	The source of this isolate was ex M.K. Patel 10	ex M.K. Patel 10	107	154	291725	291773	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 577	1	collection_list	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693	ATCC 11671, ICMP 577, LMG 693	0	70	295311	295410	parsed	low		
NCPPB 577	2	source_of_isolate	The source of this isolate was ex M.K. Patel 3	ex M.K. Patel 3	71	117	295414	295461	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 578	1	collection_list	This isolate is also in the collections; ATCC 11679, ICMP 446, LMG 698	ATCC 11679, ICMP 446, LMG 698	0	70	298641	298740	parsed	low		
NCPPB 578	2	source_of_isolate	The source of this isolate was ex M.K. Patel 17	ex M.K. Patel 17	71	118	298744	298792	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 579	1	collection_list	This isolate is also in the collections; ATCC 11674, ICMP 319, LMG 756	ATCC 11674, ICMP 319, LMG 756	0	70	301197	301296	parsed	low		
NCPPB 579	2	source_of_isolate	The source of this isolate was ex M.K. Patel 8	ex M.K. Patel 8	71	117	301300	301347	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 581	1	collection_list	This isolate is also in the collections; ATCC 11643, ICMP 5779, LMG 849, CFBP 7277	ATCC 11643, ICMP 5779, LMG 849, CFBP 7277	0	82	304873	304984	parsed	low		
NCPPB 581	2	source_of_isolate	The source of this isolate was ex M.K. Patel 12	ex M.K. Patel 12	83	130	304988	305036	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 582	1	collection_list	This isolate is also in the collections; ATCC 11675, ICMP 367, LMG 867	ATCC 11675, ICMP 367, LMG 867	0	70	308249	308348	parsed	low		
NCPPB 582	2	isolated_by	This isolate was isolated by M.K. Patel	M.K. Patel	71	110	308352	308392	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 582	3	source_of_isolate	The source of this isolate was ex M.K. Patel 9	ex M.K. Patel 9	111	157	308396	308443	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 584	1	collection_list	This isolate is also in the collections; ATCC 11673, ICMP 572, LMG 995, CCUG 15850	ATCC 11673, ICMP 572, LMG 995, CCUG 15850	0	82	311951	312062	parsed	low		
NCPPB 584	2	source_of_isolate	The source of this isolate was ex M.K. Patel 7	ex M.K. Patel 7	83	129	312066	312113	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 585	1	collection_list	This isolate is also in the collections; ATCC 11678, ICMP 5754, LMG 874	ATCC 11678, ICMP 5754, LMG 874	0	71	314518	314618	parsed	low		
NCPPB 585	2	isolated_by	This isolate was isolated by ex M.K. Patel 15	ex M.K. Patel 15	72	117	314622	314668	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 586	1	collection_list	This isolate is also in the collections; ATCC 11641, ICMP 5756, LMG 893	ATCC 11641, ICMP 5756, LMG 893	0	71	317065	317165	parsed	low		
NCPPB 586	2	source_of_isolate	The source of this isolate was ex M.K. Patel 2	ex M.K. Patel 2	72	118	317169	317216	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 599	1	donor_reference	The donor reference is Y6	Y6	0	25	320354	320408	parsed	medium		
NCPPB 599	2	collection_list	This isolate is also in the collections; ATCC 193314, ICMP 189, DSM 19077, CFBP 1156, LMG 739	ATCC 193314, ICMP 189, DSM 19077, CFBP 1156, LMG 739	26	119	320412	320506	parsed	low		
NCPPB 599	3	source_of_isolate	The source of this isolate was ex E. van Slogteren	ex E. van Slogteren	120	170	320510	320561	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 614	1	source_of_isolate	The source of this isolate was ex L.S. Bird 52-3	ex L.S. Bird 52-3	0	48	323600	323677	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 631	1	collection_list	This isolate is also in the collections; ICMP 621, LMG 865	ICMP 621, LMG 865	0	58	326093	326180	parsed	low		
NCPPB 631	2	isolated_by	This isolate was isolated by ex K.A. Sabet	ex K.A. Sabet	59	101	326184	326227	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 633	1	donor_reference	The donor reference is 222M	222M	0	27	329728	329784	parsed	medium		
NCPPB 633	2	collection_list	This isolate is also in the collections; ICMP 5739, LMG 761, CFBP 2530	ICMP 5739, LMG 761, CFBP 2530	28	98	329788	329859	parsed	low		
NCPPB 633	3	isolated_by	This isolate was isolated by ex F.T. Last M2519	ex F.T. Last M2519	99	146	329863	329911	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 634	1	donor_reference	The donor reference is 223S	223S	0	27	333412	333468	parsed	medium		
NCPPB 634	2	isolated_by	This isolate was isolated by ex F. T. Last S2519	ex F. T. Last S2519	28	76	333472	333521	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 637	1	donor_reference	The donor reference is 76200	76200	0	28	336686	336743	parsed	medium		
NCPPB 637	2	collection_list	This isolate is also in the collections; ICMP 616, LMG 691	ICMP 616, LMG 691	29	87	336747	336806	parsed	low		
NCPPB 637	3	isolated_by	This isolate was isolated by ex M.K. Patel	ex M.K. Patel	88	130	336810	336853	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 637	4	source_of_isolate	The source of this isolate was ex M.V. Desai	ex M.V. Desai	131	175	336857	336902	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 638	1	donor_reference	The donor reference is 76537	76537	0	28	340075	340132	parsed	medium		
NCPPB 638	2	collection_list	This isolate is also in the collections; CFBP 7110	CFBP 7110	29	79	340136	340187	parsed	low		
NCPPB 638	3	isolated_by	This isolate was isolated by ex A. Rothwell	ex A. Rothwell	80	123	340191	340235	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 642	1	donor_reference	The donor reference is 423	423	0	26	343375	343430	parsed	medium		
NCPPB 642	2	isolated_by	This isolate was isolated by ex E. Hellmers	ex E. Hellmers	27	70	343434	343478	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 645	1	isolated_by	This isolate was isolated by K.A. Sabet Cas 2	K.A. Sabet Cas 2	0	45	346640	346714	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 646	1	isolated_by	This isolate was isolated by K.A. Sabet Kh2	K.A. Sabet Kh2	0	43	349876	349948	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 647	1	isolated_by	This isolate was isolated by K.A. Sabet Ses 9	K.A. Sabet Ses 9	0	45	352364	352438	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 648	1	isolated_by	This isolate was isolated by K.A. Sabet Med. 3	K.A. Sabet Med. 3	0	46	355614	355689	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 670	1	donor_reference	The donor reference is 77421	77421	0	28	359142	359199	parsed	medium		
NCPPB 670	2	isolated_by	This isolate was isolated by ex C. Logan	ex C. Logan	29	69	359203	359244	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 701	1	donor_reference	The donor reference is 77833	77833	0	28	362413	362470	parsed	medium		
NCPPB 701	2	collection_list	This isolate is also in the collections; LMG 920	LMG 920	29	77	362474	362523	parsed	low		
NCPPB 701	3	isolated_by	This isolate was isolated by ex G. Goidanich	ex G. Goidanich	78	122	362527	362572	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 702	1	donor_reference	The donor reference is 77860	77860	0	28	366007	366064	parsed	medium		
NCPPB 702	2	collection_list	This isolate is also in the collections; ICPB XV168, LMG 8710, CFBP 7163	ICPB XV168, LMG 8710, CFBP 7163	29	101	366068	366141	parsed	low		
NCPPB 702	3	isolated_by	This isolate was isolated by ex A. Rothwell	ex A. Rothwell	102	145	366145	366189	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 761	1	donor_reference	The donor reference is Yzl	Yzl	0	26	369440	369495	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 761	2	collection_list	This isolate is also in the collections; ICMP 586, LMG 845, ATCC 49077	ICMP 586, LMG 845, ATCC 49077	27	97	369499	369570	parsed	low		
NCPPB 761	3	isolated_by	This isolate was isolated by N. Okabe	N. Okabe	98	135	369574	369612	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 761	4	source_of_isolate	The source of this isolate was ex N. Okabe	ex N. Okabe	136	178	369616	369659	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 762	1	donor_reference	The donor reference is XAl	XAl	0	26	373052	373107	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 762	2	collection_list	This isolate is also in the collections; ICMP 570, LMG 847, DSM 18956, ATCC 35936	ICMP 570, LMG 847, DSM 18956, ATCC 35936	27	108	373111	373193	parsed	low		
NCPPB 762	3	isolated_by	This isolate was isolated by N. Okabe	N. Okabe	109	146	373197	373235	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 762	4	source_of_isolate	The source of this isolate was ex N. Okabe	ex N. Okabe	147	189	373239	373282	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 793	1	donor_reference	The donor reference is 78017	78017	0	28	377162	377219	parsed	medium		
NCPPB 793	2	isolated_by	This isolate was isolated by ex T.N. Kaul	ex T.N. Kaul	29	70	377223	377265	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 795	1	donor_reference	The donor reference is 81587	81587	0	28	380709	380766	parsed	medium		
NCPPB 795	2	collection_list	This isolate is also in the collections; LMG 900	LMG 900	29	77	380770	380819	parsed	low		
NCPPB 795	3	isolated_by	This isolate was isolated by ex P. Baudin	ex P. Baudin	78	119	380823	380865	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 840	1	collection_list	This isolate is also in the collections; ICMP 167, LMG 811	ICMP 167, LMG 811	0	58	384040	384127	parsed	low		
NCPPB 840	2	source_of_isolate	The source of this isolate was ex M.K. Desai	ex M.K. Desai	59	103	384131	384176	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 881	1	donor_reference	The donor reference is Strain sombor	Strain sombor	0	36	390025	390090	parsed	high	digit_free_donor_reference_requires_review_before_search	
NCPPB 881	2	collection_list	This isolate is also in the collections; ATCC 19865, DSM 19127	ATCC 19865, DSM 19127	37	99	390094	390157	parsed	low		
NCPPB 881	3	isolated_by	This isolate was isolated by D. Sutic	D. Sutic	100	137	390161	390199	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 884	1	donor_reference	The donor reference is B400	B400	0	27	393373	393429	parsed	medium		
NCPPB 884	2	source_of_isolate	The source of this isolate was ex R.M. Patel	ex R.M. Patel	28	72	393433	393478	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 885	1	donor_reference	The donor reference is B401	B401	0	27	396697	396753	parsed	medium		
NCPPB 885	2	collection_list	This isolate is also in the collections; ICMP 168, LMG 694	ICMP 168, LMG 694	28	86	396757	396816	parsed	low		
NCPPB 885	3	isolated_by	This isolate was isolated by ex R.M. Patel	ex R.M. Patel	87	129	396820	396863	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 887	1	collection_list	This isolate is also in the collections; ATCC 33195	ATCC 33195	0	51	399493	399573	parsed	low		
NCPPB 887	2	isolated_by	This isolate was isolated by A.C. Hayward B315	A.C. Hayward B315	52	98	399577	399624	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 888	1	isolated_by	This isolate was isolated by A.C. Hayward B325	A.C. Hayward B325	0	46	402816	402891	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 889	1	collection_list	This isolate is also in the collections; LMG 902, CFBP 5831	LMG 902, CFBP 5831	0	59	406330	406418	parsed	low		
NCPPB 889	2	isolated_by	This isolate was isolated by A.C. Hayward B323	A.C. Hayward B323	60	106	406422	406469	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 891	1	isolated_by	This isolate was isolated by A.C. Hayward B337	A.C. Hayward B337	0	46	410091	410166	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 892	1	isolated_by	This isolate was isolated by A.C. Hayward B349	A.C. Hayward B349	0	46	413788	413863	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 893	1	isolated_by	This isolate was isolated by A.C. Hayward B343	A.C. Hayward B343	0	46	417486	417561	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 895	1	collection_list	This isolate is also in the collections; LMG 8714	LMG 8714	0	49	421005	421083	parsed	low		
NCPPB 895	2	isolated_by	This isolate was isolated by A.C. Hayward B370	A.C. Hayward B370	50	96	421087	421134	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 896	1	donor_reference	The donor reference is B462	B462	0	27	423772	423828	parsed	medium		
NCPPB 896	2	collection_list	This isolate is also in the collections; ATCC 33196, LMG 483	ATCC 33196, LMG 483	28	88	423832	423893	parsed	low		
NCPPB 896	3	isolated_by	This isolate was isolated by ex P. Baudin	ex P. Baudin	89	130	423897	423939	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 897	1	donor_reference	The donor reference is B463	B463	0	27	426577	426633	parsed	medium		
NCPPB 897	2	isolated_by	This isolate was isolated by ex P. Baudin	ex P. Baudin	28	69	426637	426679	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 899	1	isolated_by	This isolate was isolated by A.C. Hayward B377	A.C. Hayward B377	0	46	430343	430418	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 900	1	isolated_by	This isolate was isolated by A.C. Hayward B386	A.C. Hayward B386	0	46	434082	434157	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 901	1	donor_reference	The donor reference is B406	B406	0	27	437683	437739	parsed	medium		
NCPPB 901	2	source_of_isolate	The source of this isolate was ex N.B. Kulkarni	ex N.B. Kulkarni	28	75	437743	437791	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 902	1	donor_reference	The donor reference is B454	B454	0	27	441074	441130	parsed	medium		
NCPPB 902	2	source_of_isolate	The source of this isolate was ex N. Shanmuganathan	ex N. Shanmuganathan	28	79	441134	441186	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 916	1	donor_reference	The donor reference is B136	B136	0	27	444377	444433	parsed	medium		
NCPPB 917	1	isolated_by	This isolate was isolated by A.C. Hayward B130	A.C. Hayward B130	0	46	447631	447706	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 918	1	isolated_by	This isolate was isolated by A.C. Hayward B373	A.C. Hayward B373	0	46	450344	450419	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 922	1	donor_reference	The donor reference is B499	B499	0	27	453057	453113	parsed	medium		
NCPPB 922	2	isolated_by	This isolate was isolated by ex P. Baudin 1213A	ex P. Baudin 1213A	28	75	453117	453165	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 923	1	donor_reference	The donor reference is B495	B495	0	27	456307	456363	parsed	medium		
NCPPB 923	2	isolated_by	This isolate was isolated by ex H.T. Brodrick A13a	ex H.T. Brodrick A13a	28	78	456367	456418	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 924	1	donor_reference	The donor reference is B497	B497	0	27	459560	459616	parsed	medium		
NCPPB 924	2	isolated_by	This isolate was isolated by ex H.T. Brodrick A26	ex H.T. Brodrick A26	28	77	459620	459670	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 926	1	donor_reference	The donor reference is B494	B494	0	27	462812	462868	parsed	medium		
NCPPB 926	2	isolated_by	This isolate was isolated by ex H.T. Brodrick A12	ex H.T. Brodrick A12	28	77	462872	462922	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 935	1	collection_list	This isolate is also in the collections; ATCC 19313, ICMP 5726, ICPB XC 12, LMG 689, CFBP 1159	ATCC 19313, ICMP 5726, ICPB XC 12, LMG 689, CFBP 1159	0	94	466079	466202	parsed	low		
NCPPB 935	2	source_of_isolate	The source of this isolate was ex P.W. Miller 5262	ex P.W. Miller 5262	95	145	466206	466257	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 936	1	isolated_by	This isolate was isolated by ex W.H. Burkholder	ex W.H. Burkholder	0	47	468917	468993	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 937	1	collection_list	This isolate is also in the collections; ATCC 13462, ICMP 574	ATCC 13462, ICMP 574	0	61	471675	471765	parsed	low		
NCPPB 937	2	isolated_by	This isolate was isolated by ex C.E. Williamson	ex C.E. Williamson	62	109	471769	471817	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 937	3	source_of_isolate	The source of this isolate was ex Netherlands	ex Netherlands	110	155	471821	471867	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 938	1	isolated_by	This isolate was isolated by ex W.H. Burkholder	ex W.H. Burkholder	0	47	475043	475119	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 939	1	collection_list	This isolate is also in the collections; ICMP 453, LMG 733, DSM 19143	ICMP 453, LMG 733, DSM 19143	0	69	478256	478354	parsed	low		
NCPPB 939	2	isolated_by	This isolate was isolated by ex W.H. Burkholder XH5	ex W.H. Burkholder XH5	70	121	478358	478410	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 940	1	collection_list	This isolate is also in the collections; ATCC 19318, ICMP 579	ATCC 19318, ICMP 579	0	61	481567	481657	parsed	low		
NCPPB 940	2	isolated_by	This isolate was isolated by ex J. Niederhauser	ex J. Niederhauser	62	109	481661	481709	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 941	1	collection_list	This isolate is also in the collections; ICMP 102, LMG 922	ICMP 102, LMG 922	0	58	484915	485002	parsed	low		
NCPPB 941	2	isolated_by	This isolate was isolated by ex W.H. Burkholder	ex W.H. Burkholder	59	106	485006	485054	parsed	medium	person_or_source_text_not_automatically_an_identifier	
