ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 1826	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 1826; C555	SAMN42161503		SAMN42161503			GCF_056725285.1	Complete Genome	SRR29644173; SRR30040121	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 1827	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	present_in_v2_snapshot	NCPPB 1827; ICMP 5748; LMG 8021	SAMN42180188		SAMN42180188					SRR29655371; SRR30037966	PRJNA1130015				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 1828	Xanthomonas euvesicatoria pv. euphorbiae (Sabet et al.1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 1828; ICMP 5730; LMG 863	SAMN19988977		SAMN19988977			GCF_019201425.1	Contig	SRR15305420	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 1829	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 1829													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1830	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 1830													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1832	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 1832; ATCC 19045; ICMP 1488; LMG 677; ZZ28	SAMN02903333		SAMN02903333			GCF_000724925.1	Scaffold	SRR1515238	PRJNA254393				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 1833	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 1833; ICMP 5727; LMG 695; ENA-350	SAMN18440024; SAMN04481176; SAMN02903992		SAMN18440024	SAMN04481176; SAMN02903992		GCF_017746675.1; GCF_001564415.1; GCF_001402235.1	Scaffold; Chromosome; Contig	SRR1509933	PRJNA716613; PRJNA232101; PRJNA254465				chromosome_level_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	1
NCPPB 1834	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 1834; ICMP 5741; LMG 773; CFBP 7153; ATCC 49073; ENA-300													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1836	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 1836													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1837	Xanthomonas graminis pv. phlei Tambong et al. 2024	present_in_v2_snapshot	NCPPB 1837; ICMP 5744; LMG 843; CFBP 2540	SAMN18876900			SAMN18876900		GCF_021919185.1	Complete Genome		PRJNA720632				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 1838	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 1838; ICMP 333; ATCC 11648; CFBP 7112; LMG 8752; XV18	SAMN40354538; SAMN07252091		SAMN40354538	SAMN07252091		GCF_040202945.2; GCF_002218265.1	Complete Genome	SRR28281415; SRR30293569	PRJNA991976; PRJNA390892				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 1839	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 1839; ENA-250													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1841	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 1841; ENA-265													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1925	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 1925; ATCC 11726; XB10													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	1
NCPPB 1929	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 1929; ITCC B47													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1930	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	present_in_v2_snapshot	NCPPB 1930													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1932	Xanthomonas campestris pv. guizotiae (Yirgou 1964) Dye 1978	present_in_v2_snapshot	NCPPB 1932; LMG 731	SAMN56511365		SAMN56511365					SRR37629060; SRR37789877	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 1933	Xanthomonas campestris pv. guizotiae (Yirgou 1964) Dye 1978	present_in_v2_snapshot	NCPPB 1933	SAMN56511366		SAMN56511366					SRR37629093; SRR37789910	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 1934	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	present_in_v2_snapshot	NCPPB 1934		SAMN36318705								GCF_035011385.1	SRR25237018	PRJNA485808	ambiguous_needs_review	unstructured_exact_identifier_only	same_name	no	yes	exact_identifier_only_in_title	0	1	0
NCPPB 1935	Xanthomonas campestris pv. nigromaculans (Takimoto 1927) Dye 1978	present_in_v2_snapshot	NCPPB 1935; ATCC 23390; ICMP 80; LMG 787	SAMN22555463; SAMEA14107389		SAMN22555463; SAMEA14107389	SAMEA14107389		GCA_020783725.1; GCA_938743425.1	Contig; Complete Genome	SRR22272564	PRJNA774146; PRJEB38814				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 1936	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 1936													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1938	Xanthomonas campestris pv. plantaginis (Thornberry & Anderson 1937) Dye 1978	present_in_v2_snapshot	NCPPB 1938		SAMN36318706								GCF_035011825.1	SRR25237017	PRJNA485808	ambiguous_needs_review	unstructured_exact_identifier_only	same_name	no	yes	exact_identifier_only_in_title	0	1	0
NCPPB 1939	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 1939	SAMN42178461		SAMN42178461			GCF_041484315.1	Complete Genome	SRR29654626; SRR30037951	PRJNA1129913				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 1942	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 1942													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1943	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 1943	SAMN05258070		SAMN05258070			GCF_001707115.1	Scaffold	SRR5110836	PRJNA326105				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 1944	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 1944; ICPB XT15; ICMP 1409; LMG 679; CFBP 2541	SAMN03246830			SAMN03246830		GCF_000807145.1; GCF_021903335.1	Chromosome; Complete Genome		PRJNA268946; PRJNA720632				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 1945	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 1945													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1946	Xanthomonas campestris pv. raphani (White 1930) Dye 1978	present_in_v2_snapshot	NCPPB 1946; ICMP 1404; LMG 860; ATCC 49079	SAMN36368324; SAMN22552835; SAMN17385960	SAMN36315929	SAMN36368324; SAMN22552835; SAMN17385960	SAMN17385960		GCA_035023745.1; GCF_020813075.1	Contig	SRR25205305; SRR29823164; SRR14648387	PRJNA988133; PRJNA774128; PRJNA693392	GCF_035011485.1	SRR25155931	PRJNA991733	draft_assembly_available	confirmed_exact_ncppb_identifier; unstructured_exact_identifier_only	same_name	no	yes	exact_identifier_only_in_title	3	1	0
NCPPB 1974	Stenotrophomonas maltophilia (Hugh 1981) Palleroni and Bradbury 1993	present_in_v2_snapshot	NCPPB 1974; ATCC 13637; NCTC 10275; DSM 50170	SAMD00538104; SAMN05721779; SAMN01176238		SAMD00538104	SAMD00538104; SAMN05721779; SAMN01176238		GCF_001997185.1	Scaffold	SRR4114369; SRR5481499; SRR5481500; SRR5481501; SRR5481502	PRJNA341407				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 1975	Stenotrophomonas maltophilia (Hugh 1981) Palleroni and Bradbury 1993	present_in_v2_snapshot	NCPPB 1975													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 1981	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 1981; W135													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2005	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 2005; B3100; ICPB XM130; ICMP 2870; CFBP 7123; DSM 24447; LMG 785; ATCC 49084	SAMN49535419; SAMN02471727; SAMN00860199		SAMN49535419; SAMN02471727; SAMN00860199			GCF_055597945.1; GCF_000277875.1	Complete Genome; Scaffold	SRR34103842; SRR34105450; SRR489154	PRJNA1280879; PRJNA73875				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		3	0	0
NCPPB 2011	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2011; C596													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2016	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2016													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2031	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 2031; XCB-2													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2044	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2044; 15984													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2057	Xanthomonas euvesicatoria pv. heliotropii (Sabet et al.1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2057; Hel 1; ICMP 5778; LMG 735	SAMN19988978		SAMN19988978			GCF_019201405.1	Contig	SRR15305419	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 2058	Xanthomonas citri pv. vignaeradiatae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	present_in_v2_snapshot	NCPPB 2058; ICMP 5159	SAMN42278565		SAMN42278565					SRR29692762	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2059	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2059													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2060	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	present_in_v2_snapshot	NCPPB 2060	SAMN42180189		SAMN42180189			GCF_053571485.1	Contig	SRR29655370; SRR30037968	PRJNA1130015				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2061	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2061; CFBP 7113	SAMN07251989			SAMN07251989		GCF_002218285.1	Complete Genome		PRJNA390890				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 2062	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2062; ICMP 5718; LMG 497													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2063	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2063	SAMN42284474		SAMN42284474			GCF_041475655.1	Complete Genome	SRR29694808; SRR30037370	PRJNA1131453				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2064	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	present_in_v2_snapshot	NCPPB 2064	SAMN56511367; SAMN03142816		SAMN56511367; SAMN03142816			GCF_000786995.1	Contig	SRR37629092; SRR37789909; SRR2051463	PRJNA1437458; PRJNA264816				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name; compatible_synonym	no	no		2	0	0
NCPPB 2066	Xanthomonas axonopodis pv. phyllanthi (Sabet et al. 1969) Vauterin et al 1995	present_in_v2_snapshot	NCPPB 2066; ICMP 5745; LMG 844	SAMN42278573		SAMN42278573			GCF_041464105.1	Complete Genome	SRR29692753	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2067	Xanthomonas euvesicatoria pv. euphorbiae (Sabet et al.1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2067													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2095	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2095													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2097	Xanthomonas euvesicatoria pv. vernoniae (Patel et al. 1968) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2097													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2099	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	present_in_v2_snapshot	NCPPB 2099													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2147	Pseudomonas sp. Migula 1894	present_in_v2_snapshot	NCPPB 2147													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2181	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2181; X1-11-2	SAMD00537715		SAMD00537715										biosample_metadata_only_no_linked_sequence	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	1
NCPPB 2182	Xanthomonas campestris pv. gummisudans (McCulloch 1924) Dye 1978	present_in_v2_snapshot	NCPPB 2182; ICMP 5780; LMG 732; S131-84	SAMN42488057		SAMN42488057					SRR29823101	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2183	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2183; S148-81													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2190	Xanthomonas campestris pv. esculenti (Rangasami & Eswaran 1962) Dye 1978	present_in_v2_snapshot	NCPPB 2190; ICMP 5729; LMG 699; ENA-568	SAMN56511368; SAMN22555465		SAMN56511368; SAMN22555465			GCF_020784125.1	Contig	SRR37629091; SRR37789908; SRR22272562	PRJNA1437458; PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 2217	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	present_in_v2_snapshot	NCPPB 2217; ATCC 33914; DSM 7250; ICMP 4298; ICPB XA138; LMG 5856	SAMN56511392; SAMEA5613848		SAMN56511392	SAMEA5613848				SRR37629173; SRR37786074; ERR3330907	PRJNA1085284; PRJEB32402				raw_reads_only	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	different_lineage; same_name	yes	yes	different_lineage	2	0	0
NCPPB 2218	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	present_in_v2_snapshot	NCPPB 2218; ICPB XA139													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2226	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2226													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2228	Xanthomonas axonopodis pv. biophyti (Patel et al.1969) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2228; ICPB XB117; ICMP 2780; LMG 556	SAMN42280121		SAMN42280121					SRR29694609; SRR30018466	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2229	Xanthomonas campestris pv. leeana (Patel & Kofasthane 1969) Dye 1978	present_in_v2_snapshot	NCPPB 2229; ICPB XL107; ICMP 5738; LMG 9048													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2230	Xanthomonas axonopodis pv. fascicularis (Patel & Kotasthane 1969) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2230; ICPB XN105; ICMP 5731; LMG 9047	SAMN42278570		SAMN42278570			GCF_041447795.1	Contig	SRR29692756	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2247	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 2247; B3596													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2248	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 2248; B3005; MR20213	SAMN09704264		SAMN09704264					SRR7628818	PRJNA482368				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2249	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 2249; B3891													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2250	Xanthomonas sp.	present_in_v2_snapshot	NCPPB 2250; Dowson 1939; B3516a	SAMN42161504		SAMN42161504			GCF_056725265.1	Complete Genome	SRR29644172; SRR30040120	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2251	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	present_in_v2_snapshot	NCPPB 2251; B3645; CFBP 7122	SAMN49535420; SAMN42486836; SAMN00991248		SAMN49535420; SAMN42486836; SAMN00991248			GCF_055597905.1; GCF_001189905.1	Complete Genome; Contig	SRR34103841; SRR34105449; SRR29823051; SRR494492	PRJNA1280879; PRJNA743420; PRJNA163287				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		3	0	0
NCPPB 2255	Xanthomonas phaseoli pv. syngonii (Dickey & Zumoff 1987) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2255; 068-1406													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2257	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 2257													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2258	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 2258													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2269	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2269													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2297	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2297													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2336	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2336; C721													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2337	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	present_in_v2_snapshot	NCPPB 2337; ICPB XE104; ICMP 5382; CFBP 7270; LMG 700	SAMN22555462		SAMN22555462			GCF_020783675.1	Contig	SRR22272559	PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2338	Xanthomonas dyei pv. eucalypti (Truman 1974) Young et al. 2010	present_in_v2_snapshot	NCPPB 2338; ICPB XE105	SAMN56511369		SAMN56511369					SRR37629090; SRR37789907	PRJNA1437458				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2345	Xanthomonas campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 2345; A218	SAMN22552837		SAMN22552837			GCF_020812975.1	Contig	SRR29823157	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2346	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2346; ICMP 3151; LMG 810; SBF-813	SAMN19988995		SAMN19988995			GCF_019201075.1	Contig	SRR15305435	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 2352	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2352	SAMN42284549		SAMN42284549			GCF_053646475.1	Complete Genome	SRR29695343; SRR30037789	PRJNA1131460				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2368	Xanthomonas axonopodis pv. pedalii (Patel & Jindal 1972) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2368; ICMP 3030; LMG 812	SAMN42280123		SAMN42280123					SRR29694607; SRR30018464	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2369	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2369	SAMN42178445		SAMN42178445			GCF_041461625.1	Complete Genome	SRR29654664; SRR30041329	PRJNA1129907				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2370	Xanthomonas euvesicatoria pv. heliotropii (Sabet et al.1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2370													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2371	Xanthomonas euvesicatoria pv. amorphophalli (Jindal et al. 1972) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2371; ICMP 3033; LMG 499													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
