ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 4409	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv. fragariae	The donor reference is LMG 19145 This isolate is also in the collections; LMG 19145, ISPAVE-B-641, PD 2780,SWINGS R-5214 The source of this isolate was LMG	LMG 19145; PD 2780	LMG 19145; ISPAVE-B 641; PD 2780; R 5214; B 641	LMG 19145; ISPAVE-B 641; PD 2780; R 5214; B 641	LMG 19145; ISPAVE-B 641; PD 2780	R 5214; B 641	yes	1	SAMEA104393682	Xanthomonas arboricola pv. fragariae	Xanthomonas arboricola pv. fragariae LMG 19145	LMG 19145	other_reference_identifier	107	105	2	0		0		0		0		non_xanthomonas_organism:105; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4410	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae	The donor reference is 8356 The source of this isolate was S.J.Roberts		IS 8356			IS 8356	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4411	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae	The donor reference is 8394 The source of this isolate was S.J.Roberts		IS 8394			IS 8394	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4412	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas alfalfae subsp. alfalfae	The donor reference is LMG 495 This isolate is also in the collections; LMG 495, ATCC 11765, CFBP 7686 This isolate was isolated by MK Patel	LMG 495; ATCC 11765; CFBP 7686	LMG 495; ATCC 11765; CFBP 7686	LMG 495; ATCC 11765; CFBP 7686	LMG 495; ATCC 11765; CFBP 7686		yes	2	SAMN05003921; SAMN02903171	Xanthomonas alfalfae; Xanthomonas euvesicatoria pv. alfalfae	Microbe sample from Xanthomonas alfalfae; Microbe sample from Xanthomonas euvesicatoria pv. alfalfae	LMG 495	other_reference_identifier	3	0	3	0		0		0		0		query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4413	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris cheiranthii	This isolate was isolated by h.stanford The source of this isolate was Diagnosis						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4414	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. chieranthii	The donor reference is Protect 1599 This isolate is also in the collections; B950367 The source of this isolate was Protect		PROTECT 1599; B 950367	PROTECT 1599; B 950367		B 950367	no	0						3	1	2	0		0		0		0		query_returned_no_biosample_records:2; non_xanthomonas_organism:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4415	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. chieranthii	The donor reference is Protect 766 This isolate is also in the collections; A4833/B The source of this isolate was Protect		PROTECT 766; A 4833/B	PROTECT 766; A 4833/B		A 4833/B	no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4416	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. chieranthii	The donor reference is Protect 765 This isolate is also in the collections; A4833/A The source of this isolate was Protect		PROTECT 765; A 4833/A	PROTECT 765; A 4833/A		A 4833/A	no	0						3	1	2	0		0		0		0		query_returned_no_biosample_records:2; non_xanthomonas_organism:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4418	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. cheiranthii							no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4433	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas campestris pv. musacearum	The donor reference is 20709953 This isolate is also in the collections; Cabi 395428 This isolate was isolated by Cabi The source of this isolate was Cabi		IS 20709953; CABI 395428	CABI 395428		IS 20709953	yes	1	SAMN00991252	Xanthomonas vasicola pv. musacearum	Xcm NCPPB 4433	NCPPB 4433	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4434	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas campestris pv. musacearum	The donor reference is 20702295 This isolate is also in the collections; BXWK1		IS 20702295; BXWK 1	BXWK 1		IS 20702295	yes	1	SAMN00991253	Xanthomonas vasicola pv. musacearum	Xanthomonas campestris pv. musacearum NCPPB 4434	NCPPB 4434	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4435	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas hortorum	The donor reference is 20722939		IS 20722939			IS 20722939	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4446	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei	The donor reference is ICMP 12167 This isolate is also in the collections; ICMP 12167, CFBP 7245 The source of this isolate was ICMP	ICMP 12167; CFBP 7245	ICMP 12167; CFBP 7245	ICMP 12167; CFBP 7245	ICMP 12167; CFBP 7245		yes	6	SAMN56511376; SAMN43282364; SAMN43282128; SAMN43281663; SAMD00253031; SAMN05560230	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4446; Microbe sample from Xanthomonas dyei; strain ICMP 12167 of Xanthomonas dyei; Microbe sample from Xanthomonas dyei CFBP7245	NCPPB 4446; ICMP 12167; CFBP 7245	ncppb_number; other_reference_identifier	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4448	Xanthomonas translucens pv. pistaciae Giblot-Ducray et al 2009	Xanthomonas translucens pv. pistaciae	The donor reference is CS283 This isolate is also in the collections; ICMP 16316	ICMP 16316	ICMP 16316; CS 283	ICMP 16316; CS 283	ICMP 16316		no	0						12	10	2	0		0		0		0		non_xanthomonas_organism:10; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4449	Xanthomonas cerealis pv. pistaciae Tambong et al. 2024	Xanthomonas translucens pv. pistaciae	The donor reference is CS284 This isolate is also in the collections; ICMP 16317	ICMP 16317	ICMP 16317; CS 284	ICMP 16317; CS 284	ICMP 16317		yes	1	SAMN21172023	Xanthomonas cerealis pv. cerealis	Xanthomonas translucens pv. pistaciae ICMP 16317	ICMP 16317	other_reference_identifier	13	12	1	0		0		0		0		non_xanthomonas_organism:12; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4450	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. erysimi	The donor reference is A4832/1 This isolate is also in the collections; Protect 763 The source of this isolate was CSL		A 4832/1; PROTECT 763	A 4832/1; PROTECT 763		A 4832/1	no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4451	Xanthomonas campestris pv. raphani (White 1930) Dye 1978	Xanthomonas campestris pv. raphani	The donor reference is A4832/1 This isolate is also in the collections; Protect 764 The source of this isolate was CSL		A 4832/1; PROTECT 764	A 4832/1; PROTECT 764		A 4832/1	no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4466	Xanthomonas sp. Dowson 1939	Xanthomonas dyei pv. lobeliae	The donor reference is 64A This isolate is also in the collections; WHRI 64A This isolate was isolated by John D. Taylor		IS 64A; WHRI 64A	WHRI 64A		IS 64A	yes	2	SAMN42161493; SAMN40354561	Xanthomonas sp. NCPPB 4466; Xanthomonas dyei	Genome sequencing of Xanthomonas dyei pv. lobeliae NCPPB 4466; Microbe sample from Xanthomonas dyei	NCPPB 4466; WHRI 64A	ncppb_number; other_reference_identifier	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4468	Xanthomonas sp. Dowson 1939	Xanthomonas dyei pv. lobeliae	The donor reference is CSL972199 This isolate is also in the collections; P2431 This isolate was isolated by A. Aspin		CSL 972199; P 2431	CSL 972199; P 2431		P 2431	yes	1	SAMN42161495	Xanthomonas sp. NCPPB 4468	Genome sequencing of Xanthomonas dyei pv. lobeliae NCPPB 4468	NCPPB 4468	ncppb_number	31	30	1	0		0		0		0		non_xanthomonas_organism:30; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4584	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas graminis	The donor reference is NCPPB 2699 This isolate is also in the collections; LMG 588, 7384, ATCC 29090 This isolate was isolated by Dr Thomas Egli - 705	LMG 588; ATCC 29090	LMG 588; ATCC 29090; NCPPB 2699; EGLI 705	LMG 588; ATCC 29090; NCPPB 2699; EGLI 705	LMG 588; ATCC 29090		no	0						5	1	4	0		0		0		0		query_returned_no_biosample_records:4; non_xanthomonas_organism:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4590	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas axonopodis pv. citri	The donor reference is CFBP 3369 This isolate is also in the collections; CFBP 3369, LMG 9322, ICMP 15804, ATCC 49118, ICPB 10518 This isolate was isolated by Gabriel D. 3213 The source of this isolate was CFBP	CFBP 3369; LMG 9322; ICMP 15804; ATCC 49118	CFBP 3369; LMG 9322; ICMP 15804; ATCC 49118; ICPB 10518; D 3213	CFBP 3369; LMG 9322; ICMP 15804; ATCC 49118; ICPB 10518; D 3213	CFBP 3369; LMG 9322; ICMP 15804; ATCC 49118; ICPB 10518	D 3213	yes	5	SAMN40354539; SAMEA114332011; SAMN05003919; SAMN02903175; SAMN47254572	Xanthomonas citri pv. citri; Xanthomonas citri	Microbe sample from Xanthomonas citri pv. citri; Xanthomonas citri pv. citri LMG 9322; Microbe sample from Xanthomonas citri; Pathogen: clinical or host-associated sample from Xanthomonas citri pv. citri	NCPPB 4590; LMG 9322; ATCC 49118	ncppb_number; other_reference_identifier	84	81	3	0		0		0		0		non_xanthomonas_organism:81; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4594	Xanthomonas sp. Dowson 1939		The donor reference is NYAGA S This isolate was isolated by Fred Kato						yes	1	SAMN56511377	Xanthomonas cannabis pv. phaseoli	Genome sequencing of Xanthomonas NCPPB 4594	NCPPB 4594	ncppb_number	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4600	Xanthomonas nasturtii Vicente et al. 2017	Xanthomonas nasturtii sp. nov.	The donor reference is WHRI 8853 This isolate was isolated by Joana M. G. N. Vicente		WHRI 8853	WHRI 8853			yes	2	SAMN27412262; SAMN04922375	Xanthomonas nasturtii	Pathogen: environmental/food/other sample from Xanthomonas nasturtii; Microbe sample from Xanthomonas nasturtii	WHRI 8853	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4601	Xanthomonas floridensis Vicente et al. 2017	Xanthomonas floridensis sp. nov.	The donor reference is WHRI 8848 This isolate was isolated by Joana M. G. N. Vicente		WHRI 8848	WHRI 8848			yes	2	SAMN36318506; SAMN04922374	Xanthomonas floridensis	Microbe sample from Xanthomonas floridensis	WHRI 8848	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4613	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is NE744 This isolate was isolated by Jillian M. Lang		NE 744	NE 744			yes	1	SAMN36357967	Xanthomonas vasicola	NCPPB 4613	NCPPB 4613	ncppb_number	6	6	0	0		0		0		0		non_xanthomonas_organism:6	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4614	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is SAM119 This isolate was isolated by Jillian M. Lang		SAM 119	SAM 119			yes	2	SAMN36357968; SAMN36357978	Xanthomonas vasicola	NCPPB 4614; SAM 119, 4613XCZ	NCPPB 4614; SAM 119	ncppb_number; other_reference_identifier	46	46	0	0		0		0		0		non_xanthomonas_organism:46	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4615	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is B100 This isolate is also in the collections; CFBP 7306, ATCC 29497, DSMZ 1526 This isolate was isolated by Unknown	CFBP 7306; ATCC 29497; DSMZ 1526	CFBP 7306; ATCC 29497; DSMZ 1526; B 100	CFBP 7306; ATCC 29497; DSMZ 1526; B 100	CFBP 7306; ATCC 29497; DSMZ 1526	B 100	yes	1	SAMN25050887	Xanthomonas campestris	Xanthomonas campestris pv. campestris; deletion mutant Xcc B100 xylR	NCPPB 4615	ncppb_number	103	101	2	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4618	Xanthomonas phaseoli (ex Smith) Gabriel et al. 1989 VP	Xanthomonas phaseoli	The donor reference is LMG 29033 This isolate is also in the collections; LMG 29033, ATCC 49119 This isolate was isolated by A. Vidaver	LMG 29033; ATCC 49119	LMG 29033; ATCC 49119	LMG 29033; ATCC 49119	LMG 29033; ATCC 49119		yes	1	SAMN26806290	Xanthomonas phaseoli pv. phaseoli	Microbe sample from Xanthomonas phaseoli pv. phaseoli	ATCC 49119	other_reference_identifier	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4622	Xanthomonas nasturtii		The donor reference is Protect 13 E6 This isolate was isolated by A. Aspin (21723449)		PROTECT 13; E 6	PROTECT 13; E 6		E 6	no	0						201	200	1	0		0		0		0		non_xanthomonas_organism:200; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4623	Xanthomonas arboricola pv. pruni (Smith) Vauterin et al.		The donor reference is Protect OB Box 3 A6 This isolate was isolated by A. Aspin (21616370)		BOX 3; A 6	BOX 3; A 6		A 6	no	0						201	200	1	0		0		0		0		non_xanthomonas_organism:200; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4625	Xanthomonas campestris pv. armoraciae		The donor reference is WHRI 8481, CSL 20313511 This isolate was isolated by H. Standford		WHRI 8481; CSL 20313511	WHRI 8481; CSL 20313511			no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4629	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010	The donor reference is ICMP 1921 This isolate is also in the collections; ICMP 1921,CFBP 7268, NZRCC 10647, PDDCC 1921 This isolate was isolated by Douglas W. Dye The source of this isolate was ICMP	ICMP 1921; CFBP 7268; PDDCC 1921	ICMP 1921; CFBP 7268; PDDCC 1921; NZRCC 10647	ICMP 1921; CFBP 7268; PDDCC 1921; NZRCC 10647	ICMP 1921; CFBP 7268; PDDCC 1921		yes	1	SAMN56511378	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4629	NCPPB 4629	ncppb_number	4	0	4	0		0		0		0		query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4630	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010	The donor reference is ICMP 2374 This isolate is also in the collections; CFBP 7269, ICMP 2374, PDDCC 2374 This isolate was isolated by Douglas W. Dye ZZ22 The source of this isolate was ICMP	ICMP 2374; CFBP 7269; PDDCC 2374	ICMP 2374; CFBP 7269; PDDCC 2374; ZZ 22	ICMP 2374; CFBP 7269; PDDCC 2374; ZZ 22	ICMP 2374; CFBP 7269; PDDCC 2374		yes	1	SAMN56511379	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4630	NCPPB 4630	ncppb_number	91	88	3	0		0		0		0		non_xanthomonas_organism:88; query_returned_no_biosample_records:3	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4631	Xanthomonas campestris		The donor reference is WHRI 8482, CSL 20313251 This isolate is also in the collections; WHRI 8482 This isolate was isolated by H. Stanford		WHRI 8482; CSL 20313251	WHRI 8482; CSL 20313251			yes	1	SAMN40354518	Xanthomonas campestris	Genome sequencing of Xanthomonas campestris pv. cheiranthi strain WHRI 8482	WHRI 8482	other_reference_identifier	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4632	Xanthomonas dyei pv. eucalypti Young et al. 2010	Xanthomonas dyei pv. eucalypti	The donor reference is ICMP 6041 This isolate is also in the collections; ICMP 6041, CFBP 7261 This isolate was isolated by D.R.W. Watson The source of this isolate was ICMP	ICMP 6041; CFBP 7261	ICMP 6041; CFBP 7261	ICMP 6041; CFBP 7261	ICMP 6041; CFBP 7261		yes	1	SAMN56511380	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4632	NCPPB 4632	ncppb_number	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4633	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al.	The donor reference is ICMP 6759 This isolate is also in the collections; ICMP 6759, CFPB 7263 NZRCC 10646 PDDCC 6759 This isolate was isolated by J.M. Young The source of this isolate was ICMP	ICMP 6759; PDDCC 6759	ICMP 6759; PDDCC 6759; CFPB 7263; NZRCC 10646	ICMP 6759; PDDCC 6759; CFPB 7263; NZRCC 10646	ICMP 6759; PDDCC 6759		yes	1	SAMN56511381	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4633	NCPPB 4633	ncppb_number	4	0	4	0		0		0		0		query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4634	Xanthomonas dyei Young et al. 2010	Xanthomonas dyei Young et al. 2010	The donor reference is ICMP 13401 This isolate is also in the collections; ICMP 13401, CFBP 7271 This isolate was isolated by Robert K. Taylor The source of this isolate was ICMP	ICMP 13401; CFBP 7271	ICMP 13401; CFBP 7271	ICMP 13401; CFBP 7271	ICMP 13401; CFBP 7271		yes	1	SAMN56511382	Xanthomonas dyei	Genome sequencing of Xanthomonas NCPPB 4634	NCPPB 4634	ncppb_number	2	0	2	0		0		0		0		query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4635	Xanthomonas campestris pv. tardicrescens		The donor reference is ICMP 4292 This isolate is also in the collections; ICMP 4292 This isolate was isolated by M. Goto (XT3)	ICMP 4292	ICMP 4292; XT 3	ICMP 4292; XT 3	ICMP 4292		no	0						102	100	2	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4660	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 8891A This isolate was isolated by J G Vicente		WHRI 8891A	WHRI 8891A			yes	1	SAMN36001536	Xanthomonas campestris pv. campestris	Genome sequencing of X. campestris pv. campestris strain WHRI 8891A	WHRI 8891A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4661	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 3811		WHRI 3811	WHRI 3811			yes	2	SAMN36368309; SAMN10440464	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI3811; Microbe sample from Xanthomonas campestris pv. campestris	WHRI 3811	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4662	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 8909A This isolate was isolated by J G Vicente		WHRI 8909A	WHRI 8909A			yes	1	SAMN36001539	Xanthomonas campestris pv. campestris	Genome sequencing of X. campestris pv. campestris strain WHRI 8909A	WHRI 8909A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4663	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 8960 This isolate was isolated by J G Vicente		WHRI 8960	WHRI 8960			yes	1	SAMN36293677	Xanthomonas campestris	Genome sequencing of X. campestris WHRI 8960 from wallflower	WHRI 8960	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4664	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 8959A This isolate was isolated by J G Vicente		WHRI 8959A	WHRI 8959A			yes	1	SAMN36001541	Xanthomonas campestris pv. campestris	Genome sequencing of X. campestris pv. campestris strain WHRI 8959A	WHRI 8959A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4665	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 8964 This isolate was isolated by J G Vicente		WHRI 8964	WHRI 8964			yes	1	SAMN36001542	Xanthomonas campestris pv. campestris	Genome sequencing of X. campestris pv. campestris strain WHRI 8964	WHRI 8964	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4666	Xanthomonas nasturtii Vicente et al., 2017	Xanthomonas nasturtii	The donor reference is WHRI 8984 This isolate was isolated by J G Vicente		WHRI 8984	WHRI 8984			yes	2	SAMN27412261; SAMN09828208	Xanthomonas nasturtii	Pathogen: environmental/food/other sample from Xanthomonas nasturtii; Microbe sample from Xanthomonas nasturtii	WHRI 8984	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4668	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939		The donor reference is WHRI 6181 This isolate was isolated by J G Vicente The source of this isolate was FERA		WHRI 6181	WHRI 6181			yes	2	SAMN36346923; SAMN10440477	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI 6181; Microbe sample from Xanthomonas campestris pv. campestris	WHRI 6181	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4669	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris campestris	The donor reference is WHRI 8450A This isolate was isolated by B D Jensen The source of this isolate was FERA		WHRI 8450A	WHRI 8450A			yes	2	SAMN36368340; SAMN10440482	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI8450A; Microbe sample from Xanthomonas campestris pv. campestris	WHRI 8450A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4670	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 3849A This isolate was isolated by C I Kado The source of this isolate was FERA		WHRI 3849A	WHRI 3849A			yes	2	SAMN36368317; SAMN10440467	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI3849A; Microbe sample from Xanthomonas campestris pv. campestris	WHRI 3849A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4671	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is WHRI 1279A This isolate was isolated by J D Taylor The source of this isolate was FERA		WHRI 1279A	WHRI 1279A			yes	2	SAMN36368308; SAMN10440469	Xanthomonas campestris pv. campestris	Genome sequencing of Xcc WHRI1279A; Microbe sample from Xanthomonas campestris pv. campestris	WHRI 1279A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
